Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
5.0,ACU08131,"[845, 1024, 1255, 1363, 2029, 2350, 2803, 3336, 5313]","[1363, 2029, 2803]","[845, 1024, 1255, 2350, 3336, 5313]","[642, 1363, 2029, 2803, 3798]",5384,9,5375,3,6,5373,2
5.0,AGGGLINE,"[70, 2325, 2946, 2963, 3158, 3504, 4309, 6262, 6387]","[3158, 3504]","[70, 2325, 2946, 2963, 4309, 6262, 6387]","[3158, 3504]",7220,9,7211,2,7,7211,0
5.0,AGU04852,"[536, 3877, 3956, 4566, 5517, 5912, 6224, 6740, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]","[536, 3877, 4566, 6224, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]",10976,11,10965,4,7,10965,0
5.0,ALOEGLOBIM,"[237, 583, 1170]","[237, 583]",[1170],"[237, 583]",1683,3,1680,2,1,1680,0
5.0,ALOEGLOBIN,"[237, 583, 1170, 1182]","[237, 583]","[1170, 1182]","[237, 583]",1683,4,1679,2,2,1679,0
5.0,ALOPROTP1A,"[59, 166, 267]",[166],"[59, 267]",[166],410,3,407,1,2,407,0
5.0,AMU12024,"[257, 667, 1583, 1960, 2482]","[257, 667, 2482]","[1583, 1960]","[257, 667, 1864, 2126, 2482]",3644,5,3639,3,2,3637,2
5.0,AMU12025,"[1080, 1412, 1830, 2654, 2705, 3278, 3313, 3343]","[1412, 1830, 2654, 3278]","[1080, 2705, 3313, 3343]","[1412, 1830, 2654, 2902, 3278]",5375,8,5367,4,4,5366,1
5.0,AOIRHODOPS,"[255, 894, 1702, 1969, 2754, 4005, 4067, 4840, 5373, 7600, 7800, 9133]","[1702, 4067, 5373]","[255, 894, 1969, 2754, 4005, 4840, 7600, 7800, 9133]","[1702, 4067, 5373, 6243]",9915,12,9903,3,9,9902,1
5.0,ASPROP2,"[75, 589]",[],"[75, 589]",[325],664,2,662,0,2,661,1
5.0,ASYRVISP,"[625, 656, 1042, 1419, 1585]","[625, 1042, 1585]","[656, 1419]","[625, 1042, 1335, 1585, 1916]",2221,5,2216,3,2,2214,2
5.0,ATREGLOBIN,"[237, 588, 604, 1187]","[237, 588]","[604, 1187]","[237, 588]",1691,4,1687,2,2,1687,0
5.0,BABAPOE,"[60, 897, 2847, 3916, 3999]","[897, 2847]","[60, 3916, 3999]","[897, 2847]",4754,5,4749,2,3,4749,0
5.0,BATROX,"[341, 2078, 3011, 3593, 3924, 3975, 4110, 4836, 5035, 7378, 7655]","[341, 3011, 5035]","[2078, 3593, 3924, 3975, 4110, 4836, 7378, 7655]","[341, 3011, 5035, 6955]",8092,11,8081,3,8,8080,1
5.0,BCHEGLOBIN,"[237, 583, 1184, 1196]","[237, 583]","[1184, 1196]","[237, 583]",1697,4,1693,2,2,1693,0
5.0,BOVANPA,"[433, 858]","[433, 858]",[],"[433, 858]",1761,2,1759,2,0,1759,0
5.0,BOVCOX7AL,"[1540, 1826, 2470, 2630, 2867, 3328, 3721, 3969, 5049, 6167]","[1540, 5049]","[1826, 2470, 2630, 2867, 3328, 3721, 3969, 6167]","[1540, 2812, 5049]",6848,10,6838,2,8,6837,1
5.0,BOVGAS,[751],[751],[],[751],1058,1,1057,1,0,1057,0
5.0,BOVIAP,"[437, 457, 602, 926, 1116, 1318, 1764, 1994, 2354, 2793, 2999, 3392, 3535, 3667, 3782, 3996, 5262]","[1764, 1994, 2354, 2999, 3392, 3667, 3996]","[437, 457, 602, 926, 1116, 1318, 2793, 3535, 3782, 5262]","[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5391,17,5374,7,10,5371,3
5.0,BOVIRBP,"[129, 994, 2586, 2649, 2769, 3174, 3723, 3801, 4212, 5048, 5349, 5595, 5761, 6214, 6494, 6540, 7699, 8937, 9959, 10082, 10749, 11020]","[3174, 5595, 7699]","[129, 994, 2586, 2649, 2769, 3723, 3801, 4212, 5048, 5349, 5761, 6214, 6494, 6540, 8937, 9959, 10082, 10749, 11020]","[3174, 5595, 7699]",11785,22,11763,3,19,11763,0
5.0,BOVLHB,"[244, 592, 803, 944, 1272, 1401]","[803, 1272]","[244, 592, 944, 1401]","[803, 1272]",1856,6,1850,2,4,1850,0
5.0,BOVLYSOZMA,"[944, 2374, 3039, 3208, 5771, 6973, 7260, 8654, 9247]","[3039, 5771, 8654]","[944, 2374, 3208, 6973, 7260, 9247]","[3039, 5771, 8654]",12214,9,12205,3,6,12205,0
5.0,BOVLYSOZMB,"[140, 461, 1229, 1662, 1993, 2673, 2843, 3717, 3743, 4005, 4797, 5148, 5241, 6212, 6807, 7058, 10002]","[2673, 4005, 6212]","[140, 461, 1229, 1662, 1993, 2843, 3717, 3743, 4797, 5148, 5241, 6807, 7058, 10002]","[2673, 4005, 6212]",10204,17,10187,3,14,10187,0
