Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
6.5,ACU08131,"[2029, 3336]",[2029],[3336],"[642, 1363, 2029, 2803, 3798]",5384,2,5382,1,1,5378,4
6.5,AGGGLINE,"[3504, 6387]",[3504],[6387],"[3158, 3504]",7220,2,7218,1,1,7217,1
6.5,AGU04852,"[3877, 5912, 8817]",[5912],"[3877, 8817]","[3956, 5517, 5912, 6740]",10976,3,10973,1,2,10970,3
6.5,ALOEGLOBIM,"[237, 583]","[237, 583]",[],"[237, 583]",1683,2,1681,2,0,1681,0
6.5,ALOEGLOBIN,"[237, 583]","[237, 583]",[],"[237, 583]",1683,2,1681,2,0,1681,0
6.5,ALOPROTP1A,[],[],[],[166],410,0,410,0,0,409,1
6.5,AMU12024,"[257, 667, 2482]","[257, 667, 2482]",[],"[257, 667, 1864, 2126, 2482]",3644,3,3641,3,0,3639,2
6.5,AMU12025,"[1412, 1830, 2654, 3278]","[1412, 1830, 2654, 3278]",[],"[1412, 1830, 2654, 2902, 3278]",5375,4,5371,4,0,5370,1
6.5,AOIRHODOPS,"[1702, 1969, 4067, 5373]","[1702, 4067, 5373]",[1969],"[1702, 4067, 5373, 6243]",9915,4,9911,3,1,9910,1
6.5,ASPROP2,[],[],[],[325],664,0,664,0,0,663,1
6.5,ASYRVISP,[625],[625],[],"[625, 1042, 1335, 1585, 1916]",2221,1,2220,1,0,2216,4
6.5,ATREGLOBIN,"[237, 588]","[237, 588]",[],"[237, 588]",1691,2,1689,2,0,1689,0
6.5,BABAPOE,[],[],[],"[897, 2847]",4754,0,4754,0,0,4752,2
6.5,BATROX,"[341, 3011, 3975]","[341, 3011]",[3975],"[341, 3011, 5035, 6955]",8092,3,8089,2,1,8087,2
6.5,BCHEGLOBIN,"[237, 583]","[237, 583]",[],"[237, 583]",1697,2,1695,2,0,1695,0
6.5,BOVANPA,[],[],[],"[433, 858]",1761,0,1761,0,0,1759,2
6.5,BOVCOX7AL,"[3328, 5049]",[5049],[3328],"[1540, 2812, 5049]",6848,2,6846,1,1,6844,2
6.5,BOVGAS,[],[],[],[751],1058,0,1058,0,0,1057,1
6.5,BOVIAP,"[1318, 1764, 1994, 3392, 3996]","[1764, 1994, 3392, 3996]",[1318],"[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5391,5,5386,4,1,5380,6
6.5,BOVIRBP,"[3174, 3723, 3801, 7699, 9959, 11020]","[3174, 7699]","[3723, 3801, 9959, 11020]","[3174, 5595, 7699]",11785,6,11779,2,4,11778,1
6.5,BOVLHB,[803],[803],[],"[803, 1272]",1856,1,1855,1,0,1854,1
6.5,BOVLYSOZMA,[],[],[],"[3039, 5771, 8654]",12214,0,12214,0,0,12211,3
6.5,BOVLYSOZMB,"[1662, 5148, 6807, 7058]",[],"[1662, 5148, 6807, 7058]","[2673, 4005, 6212]",10204,4,10200,0,4,10197,3
6.5,BOVLYSOZMC,[],[],[],"[905, 2323, 4194]",8043,0,8043,0,0,8040,3
6.5,BOVMYF5A,[273],[],[273],"[698, 1625]",5211,1,5210,0,1,5208,2
6.5,BRHOX22,[1431],[1431],[],[1431],3434,1,3433,1,0,3433,0
6.5,BRHOX34A,[],[],[],[981],3490,0,3490,0,0,3489,1
6.5,BRU12895,"[1135, 1986]",[1135],[1986],[1135],3232,2,3230,1,1,3230,0
6.5,BTATPAAA,"[2314, 4106, 4188, 5729]","[2314, 5729]","[4106, 4188]","[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9907,4,9903,2,2,9894,9
6.5,BTEBGL2,"[310, 658]","[310, 658]",[],"[310, 658]",1833,2,1831,2,0,1831,0
6.5,BTEBGL4,"[310, 658, 815]","[310, 658]",[815],"[310, 658]",1828,3,1825,2,1,1825,0
6.5,BTGL01,"[365, 1008]","[365, 1008]",[],"[365, 1008]",2040,2,2038,2,0,2038,0
6.5,BTHOR02,[],[],[],"[484, 1920]",2419,0,2419,0,0,2417,2
6.5,BTKER6B,[1678],[1678],[],"[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5718,1,5717,1,0,5711,6
6.5,BTSPDNA,[],[],[],[1541],2148,0,2148,0,0,2147,1
6.5,BTSVSP109,"[2189, 2359, 2555, 5292, 5643, 6096]","[2359, 5292]","[2189, 2555, 5643, 6096]","[2359, 3984, 5292]",6948,6,6942,2,4,6941,1
6.5,BTTNP2G,[847],[],[847],[774],1841,1,1840,0,1,1839,1
6.5,BTU02285,[21],[],[21],"[3792, 4222, 4487, 4780, 5056]",6388,1,6387,0,1,6382,5
6.5,CALEGLOBIM,"[236, 587]","[236, 587]",[],"[236, 587]",1690,2,1688,2,0,1688,0
6.5,CBUEGLOBIM,"[236, 587]","[236, 587]",[],"[236, 587]",1690,2,1688,2,0,1688,0
6.5,CCALAC,[2409],[2409],[],"[1358, 1852, 2409]",3619,1,3618,1,0,3616,2
6.5,CCBEGLOBIM,"[237, 587]","[237, 587]",[],"[237, 587]",1695,2,1693,2,0,1693,0
6.5,CCBEGLOBIN,"[238, 589]","[238, 589]",[],"[238, 589]",1698,2,1696,2,0,1696,0
6.5,CCGHG,"[283, 1778]","[283, 1778]",[],"[283, 706, 1051, 1778]",2830,2,2828,2,0,2826,2
6.5,CCGONBS1,[],[],[],"[1767, 2072]",3463,0,3463,0,0,3461,2
6.5,CCGONBS2,[],[],[],"[1785, 2091]",3482,0,3482,0,0,3480,2
6.5,CCGTHA1,[],[],[],"[302, 572]",1144,0,1144,0,0,1142,2
6.5,CCT64CLU,[3005],[3005],[],"[1644, 2757, 3005, 3496, 4514, 5272, 5659]",6276,1,6275,1,0,6269,6
6.5,CEPPINS,[],[],[],[858],1901,0,1901,0,0,1900,1
6.5,CHBLG,"[4019, 4298]",[4019],[4298],"[2285, 3090, 4019, 5246, 6025]",8080,2,8078,1,1,8074,4
