Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
5.5,ACU08131,"[845, 1024, 2029, 2350, 2803, 3336, 5313]","[2029, 2803]","[845, 1024, 2350, 3336, 5313]","[642, 1363, 2029, 2803, 3798]",5384,7,5377,2,5,5374,3
5.5,AGGGLINE,"[70, 2946, 2963, 3158, 3504, 4309, 6262, 6387]","[3158, 3504]","[70, 2946, 2963, 4309, 6262, 6387]","[3158, 3504]",7220,8,7212,2,6,7212,0
5.5,AGU04852,"[536, 3877, 3956, 4566, 5517, 5912, 6740, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]","[536, 3877, 4566, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]",10976,10,10966,4,6,10966,0
5.5,ALOEGLOBIM,"[237, 583, 1170]","[237, 583]",[1170],"[237, 583]",1683,3,1680,2,1,1680,0
5.5,ALOEGLOBIN,"[237, 583, 1170]","[237, 583]",[1170],"[237, 583]",1683,3,1680,2,1,1680,0
5.5,ALOPROTP1A,[],[],[],[166],410,0,410,0,0,409,1
5.5,AMU12024,"[257, 667, 1583, 2482]","[257, 667, 2482]",[1583],"[257, 667, 1864, 2126, 2482]",3644,4,3640,3,1,3638,2
5.5,AMU12025,"[1080, 1412, 1830, 2654, 3278, 3313]","[1412, 1830, 2654, 3278]","[1080, 3313]","[1412, 1830, 2654, 2902, 3278]",5375,6,5369,4,2,5368,1
5.5,AOIRHODOPS,"[894, 1702, 1969, 2754, 4005, 4067, 4840, 5373, 9133]","[1702, 4067, 5373]","[894, 1969, 2754, 4005, 4840, 9133]","[1702, 4067, 5373, 6243]",9915,9,9906,3,6,9905,1
5.5,ASPROP2,[],[],[],[325],664,0,664,0,0,663,1
5.5,ASYRVISP,"[625, 656, 1042, 1585]","[625, 1042, 1585]",[656],"[625, 1042, 1335, 1585, 1916]",2221,4,2217,3,1,2215,2
5.5,ATREGLOBIN,"[237, 588, 1187]","[237, 588]",[1187],"[237, 588]",1691,3,1688,2,1,1688,0
5.5,BABAPOE,"[60, 897, 2847]","[897, 2847]",[60],"[897, 2847]",4754,3,4751,2,1,4751,0
5.5,BATROX,"[341, 2078, 3011, 3975, 4110, 5035, 7378, 7655]","[341, 3011, 5035]","[2078, 3975, 4110, 7378, 7655]","[341, 3011, 5035, 6955]",8092,8,8084,3,5,8083,1
5.5,BCHEGLOBIN,"[237, 583, 1184]","[237, 583]",[1184],"[237, 583]",1697,3,1694,2,1,1694,0
5.5,BOVANPA,"[433, 858]","[433, 858]",[],"[433, 858]",1761,2,1759,2,0,1759,0
5.5,BOVCOX7AL,"[1540, 2470, 2630, 3328, 3721, 3969, 5049]","[1540, 5049]","[2470, 2630, 3328, 3721, 3969]","[1540, 2812, 5049]",6848,7,6841,2,5,6840,1
5.5,BOVGAS,[751],[751],[],[751],1058,1,1057,1,0,1057,0
5.5,BOVIAP,"[437, 457, 602, 926, 1318, 1764, 1994, 3392, 3535, 3782, 3996]","[1764, 1994, 3392, 3996]","[437, 457, 602, 926, 1318, 3535, 3782]","[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5391,11,5380,4,7,5374,6
5.5,BOVIRBP,"[129, 2586, 2649, 3174, 3723, 3801, 4212, 5761, 6214, 6494, 7699, 9959, 10082, 11020]","[3174, 7699]","[129, 2586, 2649, 3723, 3801, 4212, 5761, 6214, 6494, 9959, 10082, 11020]","[3174, 5595, 7699]",11785,14,11771,2,12,11770,1
5.5,BOVLHB,"[803, 1272]","[803, 1272]",[],"[803, 1272]",1856,2,1854,2,0,1854,0
5.5,BOVLYSOZMA,"[3039, 3208, 5771, 8654, 9247]","[3039, 5771, 8654]","[3208, 9247]","[3039, 5771, 8654]",12214,5,12209,3,2,12209,0
5.5,BOVLYSOZMB,"[140, 1229, 1662, 1993, 2673, 2843, 3717, 3743, 4005, 4797, 5148, 6212, 6807, 7058, 10002]","[2673, 4005, 6212]","[140, 1229, 1662, 1993, 2843, 3717, 3743, 4797, 5148, 6807, 7058, 10002]","[2673, 4005, 6212]",10204,15,10189,3,12,10189,0
5.5,BOVLYSOZMC,"[905, 2323, 4194, 4964, 6245]","[905, 2323, 4194]","[4964, 6245]","[905, 2323, 4194]",8043,5,8038,3,2,8038,0
5.5,BOVMYF5A,"[273, 698, 1625]","[698, 1625]",[273],"[698, 1625]",5211,3,5208,2,1,5208,0
5.5,BRHOX22,[1431],[1431],[],[1431],3434,1,3433,1,0,3433,0
5.5,BRHOX34A,"[588, 3491]",[],"[588, 3491]",[981],3490,2,3488,0,2,3487,1
5.5,BRU12895,"[1135, 1986]",[1135],[1986],[1135],3232,2,3230,1,1,3230,0
5.5,BTATPAAA,"[740, 826, 1146, 2314, 4106, 4188, 5556, 5729, 9129]","[740, 2314, 5729, 9129]","[826, 1146, 4106, 4188, 5556]","[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9907,9,9898,4,5,9891,7
5.5,BTEBGL2,"[294, 310, 327, 658]","[310, 658]","[294, 327]","[310, 658]",1833,4,1829,2,2,1829,0
5.5,BTEBGL4,"[294, 310, 327, 658, 815]","[310, 658]","[294, 327, 815]","[310, 658]",1828,5,1823,2,3,1823,0
5.5,BTGL01,"[365, 1008]","[365, 1008]",[],"[365, 1008]",2040,2,2038,2,0,2038,0
5.5,BTHOR02,[484],[484],[],"[484, 1920]",2419,1,2418,1,0,2417,1
5.5,BTKER6B,"[1678, 2913]",[1678],[2913],"[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5718,2,5716,1,1,5710,6
5.5,BTSPDNA,[],[],[],[1541],2148,0,2148,0,0,2147,1
5.5,BTSVSP109,"[52, 799, 2189, 2359, 2555, 5292, 5315, 5643, 6096]","[2359, 5292]","[52, 799, 2189, 2555, 5315, 5643, 6096]","[2359, 3984, 5292]",6948,9,6939,2,7,6938,1
5.5,BTTNP2G,[847],[],[847],[774],1841,1,1840,0,1,1839,1
5.5,BTU02285,"[21, 1858, 2873, 4222, 4487, 4780, 5056, 5654]","[4222, 4487, 4780, 5056]","[21, 1858, 2873, 5654]","[3792, 4222, 4487, 4780, 5056]",6388,8,6380,4,4,6379,1
5.5,CALEGLOBIM,"[236, 587, 1185]","[236, 587]",[1185],"[236, 587]",1690,3,1687,2,1,1687,0
5.5,CBUEGLOBIM,"[236, 587, 1185]","[236, 587]",[1185],"[236, 587]",1690,3,1687,2,1,1687,0
5.5,CCALAC,"[1358, 1852, 2409]","[1358, 1852, 2409]",[],"[1358, 1852, 2409]",3619,3,3616,3,0,3616,0
5.5,CCBEGLOBIM,"[237, 587, 1191]","[237, 587]",[1191],"[237, 587]",1695,3,1692,2,1,1692,0
5.5,CCBEGLOBIN,"[238, 589, 1194]","[238, 589]",[1194],"[238, 589]",1698,3,1695,2,1,1695,0
5.5,CCGHG,"[283, 1778]","[283, 1778]",[],"[283, 706, 1051, 1778]",2830,2,2828,2,0,2826,2
