Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
0.5,ACU08131,"[70, 158, 296, 322, 326, 387, 463, 502, 505, 533, 557, 642, 710, 783, 790, 845, 849, 869, 882, 925, 983, 994, 1000, 1002, 1009, 1024, 1168, 1173, 1179, 1230, 1255, 1273, 1328, 1363, 1437, 1603, 1664, 1735, 1860, 1982, 1987, 1994, 2025, 2029, 2033, 2035, 2079, 2104, 2134, 2179, 2212, 2236, 2245, 2260, 2350, 2388, 2438, 2457, 2498, 2503, 2537, 2547, 2598, 2637, 2677, 2690, 2702, 2782, 2787, 2798, 2803, 2807, 2818, 2823, 2840, 2878, 2986, 3011, 3032, 3042, 3297, 3336, 3558, 3621, 3624, 3798, 3825, 3833, 3846, 3871, 3899, 3914, 3942, 3984, 4038, 4135, 4167, 4209, 4233, 4306, 4452, 4504, 4512, 4563, 4590, 4687, 4719, 4866, 4906, 4920, 4971, 4992, 5026, 5080, 5170, 5176, 5207, 5313, 5324, 5345, 5352, 5361]","[642, 1363, 2029, 2803, 3798]","[70, 158, 296, 322, 326, 387, 463, 502, 505, 533, 557, 710, 783, 790, 845, 849, 869, 882, 925, 983, 994, 1000, 1002, 1009, 1024, 1168, 1173, 1179, 1230, 1255, 1273, 1328, 1437, 1603, 1664, 1735, 1860, 1982, 1987, 1994, 2025, 2033, 2035, 2079, 2104, 2134, 2179, 2212, 2236, 2245, 2260, 2350, 2388, 2438, 2457, 2498, 2503, 2537, 2547, 2598, 2637, 2677, 2690, 2702, 2782, 2787, 2798, 2807, 2818, 2823, 2840, 2878, 2986, 3011, 3032, 3042, 3297, 3336, 3558, 3621, 3624, 3825, 3833, 3846, 3871, 3899, 3914, 3942, 3984, 4038, 4135, 4167, 4209, 4233, 4306, 4452, 4504, 4512, 4563, 4590, 4687, 4719, 4866, 4906, 4920, 4971, 4992, 5026, 5080, 5170, 5176, 5207, 5313, 5324, 5345, 5352, 5361]","[642, 1363, 2029, 2803, 3798]",5384,122,5262,5,117,5262,0
0.5,AGGGLINE,"[22, 32, 70, 80, 205, 262, 320, 343, 432, 442, 590, 669, 689, 805, 812, 869, 903, 908, 935, 1004, 1037, 1082, 1390, 1452, 1466, 1571, 1577, 1605, 1813, 1939, 1986, 1988, 1990, 2085, 2127, 2216, 2229, 2325, 2347, 2431, 2621, 2658, 2685, 2697, 2776, 2795, 2878, 2939, 2946, 2963, 2967, 3030, 3070, 3110, 3120, 3158, 3168, 3293, 3384, 3390, 3457, 3469, 3504, 3600, 3625, 3673, 3782, 3850, 3900, 3913, 3945, 4035, 4077, 4088, 4090, 4094, 4098, 4102, 4115, 4117, 4119, 4123, 4170, 4177, 4211, 4253, 4302, 4309, 4313, 4405, 4411, 4456, 4480, 4496, 4611, 4620, 4651, 4685, 4689, 4709, 4720, 4756, 4790, 4802, 4820, 4835, 4849, 4895, 4921, 4933, 5000, 5175, 5187, 5218, 5228, 5259, 5275, 5307, 5339, 5357, 5373, 5449, 5585, 5592, 5648, 5680, 5687, 5714, 5785, 5864, 5929, 5947, 6176, 6262, 6277, 6387, 6421, 6427, 6780, 6887, 6935, 6980, 6984, 7054, 7217, 7294, 7300, 7339]","[3158, 3504]","[22, 32, 70, 80, 205, 262, 320, 343, 432, 442, 590, 669, 689, 805, 812, 869, 903, 908, 935, 1004, 1037, 1082, 1390, 1452, 1466, 1571, 1577, 1605, 1813, 1939, 1986, 1988, 1990, 2085, 2127, 2216, 2229, 2325, 2347, 2431, 2621, 2658, 2685, 2697, 2776, 2795, 2878, 2939, 2946, 2963, 2967, 3030, 3070, 3110, 3120, 3168, 3293, 3384, 3390, 3457, 3469, 3600, 3625, 3673, 3782, 3850, 3900, 3913, 3945, 4035, 4077, 4088, 4090, 4094, 4098, 4102, 4115, 4117, 4119, 4123, 4170, 4177, 4211, 4253, 4302, 4309, 4313, 4405, 4411, 4456, 4480, 4496, 4611, 4620, 4651, 4685, 4689, 4709, 4720, 4756, 4790, 4802, 4820, 4835, 4849, 4895, 4921, 4933, 5000, 5175, 5187, 5218, 5228, 5259, 5275, 5307, 5339, 5357, 5373, 5449, 5585, 5592, 5648, 5680, 5687, 5714, 5785, 5864, 5929, 5947, 6176, 6262, 6277, 6387, 6421, 6427, 6780, 6887, 6935, 6980, 6984, 7054, 7217, 7294, 7300, 7339]","[3158, 3504]",7220,148,7072,2,146,7072,0
0.5,AGU04852,"[35, 40, 86, 130, 174, 183, 187, 284, 300, 348, 432, 491, 509, 536, 540, 619, 631, 637, 653, 664, 675, 690, 734, 791, 825, 868, 885, 987, 1023, 1104, 1116, 1142, 1184, 1232, 1464, 1517, 1611, 1652, 1752, 1863, 1893, 1898, 1984, 2018, 2052, 2073, 2100, 2117, 2186, 2302, 2329, 2419, 2446, 2470, 2478, 2482, 2597, 2618, 2624, 2629, 2665, 2720, 2784, 2788, 2820, 2917, 2952, 2966, 2972, 2976, 2999, 3022, 3035, 3038, 3079, 3105, 3116, 3133, 3176, 3211, 3260, 3273, 3402, 3404, 3430, 3693, 3697, 3701, 3732, 3757, 3759, 3788, 3816, 3841, 3877, 3956, 4011, 4019, 4086, 4123, 4144, 4195, 4220, 4232, 4277, 4303, 4323, 4342, 4483, 4524, 4550, 4566, 4595, 4657, 4684, 4701, 4744, 4764, 4768, 4780, 4788, 4800, 4809, 4863, 4906, 4992, 5055, 5066, 5117, 5252, 5296, 5332, 5334, 5336, 5348, 5350, 5356, 5360, 5362, 5380, 5385, 5433, 5517, 5529, 5533, 5577, 5720, 5727, 5780, 5876, 5912, 5979, 5987, 6153, 6203, 6210, 6224, 6383, 6395, 6422, 6453, 6669, 6731, 6740, 6744, 6838, 6849, 6878, 6883, 6899, 7091, 7105, 7128, 7246, 7395, 7422, 7441, 7509, 7551, 7636, 7669, 7685, 7867, 7900, 7927, 7960, 7978, 8017, 8024, 8026, 8085, 8122, 8176, 8213, 8229, 8252, 8264, 8301, 8349, 8354, 8358, 8362, 8520, 8538, 8574, 8624, 8635, 8653, 8694, 8757, 8817, 8835, 8854, 8877, 8934, 8952, 8961, 9025, 9035, 9083, 9176, 9246, 9253, 9261, 9365, 9396, 9520, 9557, 9571, 9608, 9622, 9632, 9669, 9740, 9762, 9789, 9845, 9856, 10029, 10112, 10274, 10309, 10323, 10325, 10361, 10586, 10589, 10753, 10774, 10780, 10812, 10820, 10898, 10937, 10961]","[3956, 5517, 5912, 6740]","[35, 40, 86, 130, 174, 183, 187, 284, 300, 348, 432, 491, 509, 536, 540, 619, 631, 637, 653, 664, 675, 690, 734, 791, 825, 868, 885, 987, 1023, 1104, 1116, 1142, 1184, 1232, 1464, 1517, 1611, 1652, 1752, 1863, 1893, 1898, 1984, 2018, 2052, 2073, 2100, 2117, 2186, 2302, 2329, 2419, 2446, 2470, 2478, 2482, 2597, 2618, 2624, 2629, 2665, 2720, 2784, 2788, 2820, 2917, 2952, 2966, 2972, 2976, 2999, 3022, 3035, 3038, 3079, 3105, 3116, 3133, 3176, 3211, 3260, 3273, 3402, 3404, 3430, 3693, 3697, 3701, 3732, 3757, 3759, 3788, 3816, 3841, 3877, 4011, 4019, 4086, 4123, 4144, 4195, 4220, 4232, 4277, 4303, 4323, 4342, 4483, 4524, 4550, 4566, 4595, 4657, 4684, 4701, 4744, 4764, 4768, 4780, 4788, 4800, 4809, 4863, 4906, 4992, 5055, 5066, 5117, 5252, 5296, 5332, 5334, 5336, 5348, 5350, 5356, 5360, 5362, 5380, 5385, 5433, 5529, 5533, 5577, 5720, 5727, 5780, 5876, 5979, 5987, 6153, 6203, 6210, 6224, 6383, 6395, 6422, 6453, 6669, 6731, 6744, 6838, 6849, 6878, 6883, 6899, 7091, 7105, 7128, 7246, 7395, 7422, 7441, 7509, 7551, 7636, 7669, 7685, 7867, 7900, 7927, 7960, 7978, 8017, 8024, 8026, 8085, 8122, 8176, 8213, 8229, 8252, 8264, 8301, 8349, 8354, 8358, 8362, 8520, 8538, 8574, 8624, 8635, 8653, 8694, 8757, 8817, 8835, 8854, 8877, 8934, 8952, 8961, 9025, 9035, 9083, 9176, 9246, 9253, 9261, 9365, 9396, 9520, 9557, 9571, 9608, 9622, 9632, 9669, 9740, 9762, 9789, 9845, 9856, 10029, 10112, 10274, 10309, 10323, 10325, 10361, 10586, 10589, 10753, 10774, 10780, 10812, 10820, 10898, 10937, 10961]","[3956, 5517, 5912, 6740]",10976,255,10721,4,251,10721,0
0.5,ALOEGLOBIM,"[21, 55, 148, 189, 221, 237, 271, 346, 448, 469, 536, 548, 583, 599, 604, 641, 761, 940, 1030, 1035, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1284, 1297, 1301, 1399, 1404, 1410, 1455, 1479, 1511, 1548, 1604, 1620, 1634, 1669]","[237, 583]","[21, 55, 148, 189, 221, 271, 346, 448, 469, 536, 548, 599, 604, 641, 761, 940, 1030, 1035, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1284, 1297, 1301, 1399, 1404, 1410, 1455, 1479, 1511, 1548, 1604, 1620, 1634, 1669]","[237, 583]",1683,42,1641,2,40,1641,0
0.5,ALOEGLOBIN,"[21, 55, 148, 189, 221, 237, 271, 346, 448, 469, 536, 548, 583, 599, 604, 641, 761, 940, 1030, 1035, 1043, 1049, 1154, 1170, 1176, 1182, 1186, 1200, 1250, 1284, 1297, 1301, 1399, 1404, 1410, 1455, 1479, 1511, 1548, 1604, 1620, 1634, 1669]","[237, 583]","[21, 55, 148, 189, 221, 271, 346, 448, 469, 536, 548, 599, 604, 641, 761, 940, 1030, 1035, 1043, 1049, 1154, 1170, 1176, 1182, 1186, 1200, 1250, 1284, 1297, 1301, 1399, 1404, 1410, 1455, 1479, 1511, 1548, 1604, 1620, 1634, 1669]","[237, 583]",1683,43,1640,2,41,1640,0
0.5,ALOPROTP1A,"[7, 10, 59, 166, 170, 186, 267, 273]",[166],"[7, 10, 59, 170, 186, 267, 273]",[166],410,8,402,1,7,402,0
0.5,AMU12024,"[85, 257, 420, 472, 477, 534, 632, 654, 660, 667, 671, 768, 872, 920, 922, 965, 1067, 1084, 1098, 1120, 1125, 1143, 1172, 1444, 1467, 1583, 1587, 1594, 1607, 1650, 1695, 1797, 1817, 1834, 1864, 1902, 1960, 1974, 2013, 2126, 2242, 2305, 2308, 2374, 2384, 2435, 2482, 2539, 2575, 2587, 2605, 2623, 2685, 2755, 2801, 2827, 2881, 2917, 3018, 3053, 3138, 3306, 3332, 3350, 3385, 3391, 3395, 3458, 3568, 3573, 3606]","[257, 667, 1864, 2126, 2482]","[85, 420, 472, 477, 534, 632, 654, 660, 671, 768, 872, 920, 922, 965, 1067, 1084, 1098, 1120, 1125, 1143, 1172, 1444, 1467, 1583, 1587, 1594, 1607, 1650, 1695, 1797, 1817, 1834, 1902, 1960, 1974, 2013, 2242, 2305, 2308, 2374, 2384, 2435, 2539, 2575, 2587, 2605, 2623, 2685, 2755, 2801, 2827, 2881, 2917, 3018, 3053, 3138, 3306, 3332, 3350, 3385, 3391, 3395, 3458, 3568, 3573, 3606]","[257, 667, 1864, 2126, 2482]",3644,71,3573,5,66,3573,0
0.5,AMU12025,"[100, 178, 205, 271, 301, 321, 327, 385, 428, 527, 529, 588, 599, 635, 729, 830, 859, 886, 929, 1018, 1032, 1049, 1080, 1143, 1380, 1412, 1416, 1428, 1499, 1517, 1640, 1697, 1749, 1763, 1795, 1817, 1823, 1830, 1834, 1974, 1997, 2010, 2014, 2072, 2139, 2250, 2274, 2359, 2382, 2460, 2485, 2554, 2624, 2654, 2658, 2689, 2691, 2705, 2736, 2750, 2789, 2902, 3011, 3038, 3101, 3104, 3130, 3231, 3278, 3313, 3343, 3380, 3521, 3623, 3649, 3667, 3897, 4102, 4134, 4345, 4352, 4481, 4525, 4541, 4659, 4767, 4774, 4838, 5015, 5038, 5073, 5135, 5345, 5369, 5377]","[1412, 1830, 2654, 2902, 3278]","[100, 178, 205, 271, 301, 321, 327, 385, 428, 527, 529, 588, 599, 635, 729, 830, 859, 886, 929, 1018, 1032, 1049, 1080, 1143, 1380, 1416, 1428, 1499, 1517, 1640, 1697, 1749, 1763, 1795, 1817, 1823, 1834, 1974, 1997, 2010, 2014, 2072, 2139, 2250, 2274, 2359, 2382, 2460, 2485, 2554, 2624, 2658, 2689, 2691, 2705, 2736, 2750, 2789, 3011, 3038, 3101, 3104, 3130, 3231, 3313, 3343, 3380, 3521, 3623, 3649, 3667, 3897, 4102, 4134, 4345, 4352, 4481, 4525, 4541, 4659, 4767, 4774, 4838, 5015, 5038, 5073, 5135, 5345, 5369, 5377]","[1412, 1830, 2654, 2902, 3278]",5375,95,5280,5,90,5280,0
0.5,AOIRHODOPS,"[44, 113, 141, 145, 154, 228, 255, 306, 384, 403, 434, 447, 470, 518, 620, 627, 657, 691, 749, 768, 796, 830, 856, 894, 921, 930, 1003, 1115, 1129, 1314, 1321, 1393, 1415, 1581, 1625, 1662, 1702, 1749, 1820, 1907, 1925, 1953, 1969, 1982, 2025, 2051, 2062, 2119, 2240, 2470, 2528, 2584, 2678, 2683, 2754, 2758, 2807, 2812, 2838, 2855, 2870, 2942, 2949, 2968, 3012, 3095, 3113, 3119, 3158, 3397, 3465, 3488, 3566, 3625, 3921, 3948, 4005, 4036, 4061, 4067, 4071, 4109, 4256, 4314, 4336, 4385, 4391, 4430, 4458, 4464, 4472, 4479, 4544, 4598, 4667, 4711, 4744, 4812, 4840, 4849, 4862, 4864, 4881, 4926, 4933, 4953, 4963, 4967, 5014, 5116, 5156, 5207, 5236, 5355, 5359, 5364, 5373, 5396, 5416, 5426, 5452, 5478, 5483, 5489, 5494, 5523, 5601, 5630, 5668, 5677, 5711, 5716, 5720, 5749, 5796, 5817, 5856, 5862, 5892, 5926, 5958, 6093, 6117, 6216, 6243, 6327, 6360, 6372, 6400, 6406, 6569, 6575, 6759, 6806, 6925, 7023, 7039, 7056, 7082, 7095, 7174, 7214, 7357, 7379, 7481, 7494, 7509, 7580, 7584, 7600, 7614, 7622, 7630, 7638, 7648, 7673, 7714, 7724, 7800, 8003, 8156, 8169, 8197, 8229, 8300, 8308, 8314, 8434, 8614, 8837, 8863, 9057, 9109, 9111, 9125, 9133, 9292, 9304, 9342, 9365, 9371, 9410, 9423, 9464, 9469, 9592, 9598, 9612, 9620, 9902, 9904]","[1702, 4067, 5373, 6243]","[44, 113, 141, 145, 154, 228, 255, 306, 384, 403, 434, 447, 470, 518, 620, 627, 657, 691, 749, 768, 796, 830, 856, 894, 921, 930, 1003, 1115, 1129, 1314, 1321, 1393, 1415, 1581, 1625, 1662, 1749, 1820, 1907, 1925, 1953, 1969, 1982, 2025, 2051, 2062, 2119, 2240, 2470, 2528, 2584, 2678, 2683, 2754, 2758, 2807, 2812, 2838, 2855, 2870, 2942, 2949, 2968, 3012, 3095, 3113, 3119, 3158, 3397, 3465, 3488, 3566, 3625, 3921, 3948, 4005, 4036, 4061, 4071, 4109, 4256, 4314, 4336, 4385, 4391, 4430, 4458, 4464, 4472, 4479, 4544, 4598, 4667, 4711, 4744, 4812, 4840, 4849, 4862, 4864, 4881, 4926, 4933, 4953, 4963, 4967, 5014, 5116, 5156, 5207, 5236, 5355, 5359, 5364, 5396, 5416, 5426, 5452, 5478, 5483, 5489, 5494, 5523, 5601, 5630, 5668, 5677, 5711, 5716, 5720, 5749, 5796, 5817, 5856, 5862, 5892, 5926, 5958, 6093, 6117, 6216, 6327, 6360, 6372, 6400, 6406, 6569, 6575, 6759, 6806, 6925, 7023, 7039, 7056, 7082, 7095, 7174, 7214, 7357, 7379, 7481, 7494, 7509, 7580, 7584, 7600, 7614, 7622, 7630, 7638, 7648, 7673, 7714, 7724, 7800, 8003, 8156, 8169, 8197, 8229, 8300, 8308, 8314, 8434, 8614, 8837, 8863, 9057, 9109, 9111, 9125, 9133, 9292, 9304, 9342, 9365, 9371, 9410, 9423, 9464, 9469, 9592, 9598, 9612, 9620, 9902, 9904]","[1702, 4067, 5373, 6243]",9915,211,9704,4,207,9704,0
0.5,ASPROP2,"[75, 107, 120, 251, 325, 452, 589, 662]",[325],"[75, 107, 120, 251, 452, 589, 662]",[325],664,8,656,1,7,656,0
