Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
4.5,ACU08131,"[463, 642, 845, 1024, 1255, 1363, 2029, 2245, 2350, 2803, 3336, 3798, 4512, 5313]","[642, 1363, 2029, 2803, 3798]","[463, 845, 1024, 1255, 2245, 2350, 3336, 4512, 5313]","[642, 1363, 2029, 2803, 3798]",5384,14,5370,5,9,5370,0
4.5,AGGGLINE,"[32, 70, 2325, 2658, 2946, 2963, 3120, 3158, 3504, 4035, 4309, 4685, 6262, 6387, 6421, 7054]","[3158, 3504]","[32, 70, 2325, 2658, 2946, 2963, 3120, 4035, 4309, 4685, 6262, 6387, 6421, 7054]","[3158, 3504]",7220,16,7204,2,14,7204,0
4.5,AGU04852,"[536, 653, 1464, 2073, 2302, 2972, 3877, 3956, 4566, 4863, 4906, 5517, 5912, 6224, 6740, 8301, 8354, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]","[536, 653, 1464, 2073, 2302, 2972, 3877, 4566, 4863, 4906, 6224, 8301, 8354, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]",10976,20,10956,4,16,10956,0
4.5,ALOEGLOBIM,"[221, 237, 583, 1170]","[237, 583]","[221, 1170]","[237, 583]",1683,4,1679,2,2,1679,0
4.5,ALOEGLOBIN,"[221, 237, 583, 1170, 1182]","[237, 583]","[221, 1170, 1182]","[237, 583]",1683,5,1678,2,3,1678,0
4.5,ALOPROTP1A,"[59, 166, 267]",[166],"[59, 267]",[166],410,3,407,1,2,407,0
4.5,AMU12024,"[257, 667, 1583, 1960, 2482, 2685]","[257, 667, 2482]","[1583, 1960, 2685]","[257, 667, 1864, 2126, 2482]",3644,6,3638,3,3,3636,2
4.5,AMU12025,"[1080, 1412, 1830, 2654, 2705, 2736, 3278, 3313, 3343]","[1412, 1830, 2654, 3278]","[1080, 2705, 2736, 3313, 3343]","[1412, 1830, 2654, 2902, 3278]",5375,9,5366,4,5,5365,1
4.5,AOIRHODOPS,"[255, 894, 1702, 1749, 1969, 2754, 4005, 4067, 4336, 4385, 4840, 4953, 5373, 6243, 7056, 7600, 7622, 7630, 7800, 8308, 9057, 9133]","[1702, 4067, 5373, 6243]","[255, 894, 1749, 1969, 2754, 4005, 4336, 4385, 4840, 4953, 7056, 7600, 7622, 7630, 7800, 8308, 9057, 9133]","[1702, 4067, 5373, 6243]",9915,22,9893,4,18,9893,0
4.5,ASPROP2,"[75, 589]",[],"[75, 589]",[325],664,2,662,0,2,661,1
4.5,ASYRVISP,"[625, 634, 656, 1042, 1335, 1419, 1585, 1916]","[625, 1042, 1335, 1585, 1916]","[634, 656, 1419]","[625, 1042, 1335, 1585, 1916]",2221,8,2213,5,3,2213,0
4.5,ATREGLOBIN,"[221, 237, 588, 604, 1187]","[237, 588]","[221, 604, 1187]","[237, 588]",1691,5,1686,2,3,1686,0
4.5,BABAPOE,"[33, 60, 198, 267, 481, 897, 1702, 2262, 2847, 3916, 3978, 3999]","[897, 2847]","[33, 60, 198, 267, 481, 1702, 2262, 3916, 3978, 3999]","[897, 2847]",4754,12,4742,2,10,4742,0
4.5,BATROX,"[341, 875, 2078, 2890, 3011, 3593, 3924, 3975, 4110, 4495, 4705, 4836, 5035, 5085, 6789, 6874, 6955, 7378, 7655]","[341, 3011, 5035, 6955]","[875, 2078, 2890, 3593, 3924, 3975, 4110, 4495, 4705, 4836, 5085, 6789, 6874, 7378, 7655]","[341, 3011, 5035, 6955]",8092,19,8073,4,15,8073,0
4.5,BCHEGLOBIN,"[221, 237, 583, 1184, 1196]","[237, 583]","[221, 1184, 1196]","[237, 583]",1697,5,1692,2,3,1692,0
4.5,BOVANPA,"[334, 433, 858]","[433, 858]",[334],"[433, 858]",1761,3,1758,2,1,1758,0
4.5,BOVCOX7AL,"[1540, 1826, 2470, 2630, 2867, 3328, 3721, 3969, 5049, 6167]","[1540, 5049]","[1826, 2470, 2630, 2867, 3328, 3721, 3969, 6167]","[1540, 2812, 5049]",6848,10,6838,2,8,6837,1
4.5,BOVGAS,"[192, 751]",[751],[192],[751],1058,2,1056,1,1,1056,0
4.5,BOVIAP,"[437, 457, 602, 926, 1116, 1318, 1568, 1764, 1994, 2159, 2354, 2756, 2793, 2864, 2999, 3392, 3440, 3535, 3667, 3782, 3996, 4024, 5262]","[1568, 1764, 1994, 2354, 2999, 3392, 3667, 3996]","[437, 457, 602, 926, 1116, 1318, 2159, 2756, 2793, 2864, 3440, 3535, 3782, 4024, 5262]","[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5391,23,5368,8,15,5366,2
4.5,BOVIRBP,"[129, 552, 994, 2388, 2586, 2649, 2769, 3174, 3723, 3801, 4212, 4806, 4970, 5048, 5349, 5595, 5761, 6214, 6494, 6540, 7699, 7773, 8937, 9190, 9959, 10082, 10749, 11020]","[3174, 5595, 7699]","[129, 552, 994, 2388, 2586, 2649, 2769, 3723, 3801, 4212, 4806, 4970, 5048, 5349, 5761, 6214, 6494, 6540, 7773, 8937, 9190, 9959, 10082, 10749, 11020]","[3174, 5595, 7699]",11785,28,11757,3,25,11757,0
4.5,BOVLHB,"[244, 592, 761, 803, 944, 1062, 1272, 1401]","[803, 1272]","[244, 592, 761, 944, 1062, 1401]","[803, 1272]",1856,8,1848,2,6,1848,0
4.5,BOVLYSOZMA,"[322, 944, 2115, 2374, 3039, 3208, 3255, 4100, 4372, 5771, 6973, 7260, 8654, 9247, 9453]","[3039, 5771, 8654]","[322, 944, 2115, 2374, 3208, 3255, 4100, 4372, 6973, 7260, 9247, 9453]","[3039, 5771, 8654]",12214,15,12199,3,12,12199,0
4.5,BOVLYSOZMB,"[140, 461, 646, 1229, 1662, 1993, 2673, 2843, 3717, 3743, 4005, 4797, 5148, 5241, 5732, 6212, 6807, 6928, 7058, 10002]","[2673, 4005, 6212]","[140, 461, 646, 1229, 1662, 1993, 2843, 3717, 3743, 4797, 5148, 5241, 5732, 6807, 6928, 7058, 10002]","[2673, 4005, 6212]",10204,20,10184,3,17,10184,0
4.5,BOVLYSOZMC,"[905, 2107, 2323, 3388, 4194, 4964, 5325, 6235, 6245]","[905, 2323, 4194]","[2107, 3388, 4964, 5325, 6235, 6245]","[905, 2323, 4194]",8043,9,8034,3,6,8034,0
4.5,BOVMYF5A,"[273, 698, 1398, 1625, 1824, 2895, 3947, 4171, 4583, 4629]","[698, 1625]","[273, 1398, 1824, 2895, 3947, 4171, 4583, 4629]","[698, 1625]",5211,10,5201,2,8,5201,0
4.5,BRHOX22,"[843, 1431, 1815]",[1431],"[843, 1815]",[1431],3434,3,3431,1,2,3431,0
4.5,BRHOX34A,"[588, 981, 2313, 3491]",[981],"[588, 2313, 3491]",[981],3490,4,3486,1,3,3486,0
4.5,BRU12895,"[1135, 1986, 2341]",[1135],"[1986, 2341]",[1135],3232,3,3229,1,2,3229,0
4.5,BTATPAAA,"[296, 740, 826, 1146, 1200, 2314, 2377, 2501, 3383, 3707, 4106, 4188, 5345, 5556, 5729, 5953, 6472, 7770, 7885, 8023, 8311, 9129, 9733]","[740, 2314, 3707, 5729, 7770, 8023, 9129]","[296, 826, 1146, 1200, 2377, 2501, 3383, 4106, 4188, 5345, 5556, 5953, 6472, 7885, 8311, 9733]","[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9907,23,9884,7,16,9880,4
4.5,BTEBGL2,"[294, 310, 327, 658, 1171]","[310, 658]","[294, 327, 1171]","[310, 658]",1833,5,1828,2,3,1828,0
4.5,BTEBGL4,"[294, 310, 327, 658, 815]","[310, 658]","[294, 327, 815]","[310, 658]",1828,5,1823,2,3,1823,0
4.5,BTGL01,"[98, 349, 365, 873, 1008]","[365, 1008]","[98, 349, 873]","[365, 1008]",2040,5,2035,2,3,2035,0
4.5,BTHOR02,"[16, 169, 484, 1123]",[484],"[16, 169, 1123]","[484, 1920]",2419,4,2415,1,3,2414,1
4.5,BTKER6B,"[1008, 1678, 1820, 1925, 2346, 2559, 2913, 4056, 4335, 5608, 5686]","[1678, 2559, 4056]","[1008, 1820, 1925, 2346, 2913, 4335, 5608, 5686]","[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5718,11,5707,3,8,5703,4
4.5,BTSPDNA,"[685, 960, 1054, 1546, 2123]",[],"[685, 960, 1054, 1546, 2123]",[1541],2148,5,2143,0,5,2142,1
4.5,BTSVSP109,"[52, 799, 1452, 1604, 2189, 2359, 2387, 2555, 2863, 5292, 5315, 5643, 6096, 6131, 6451]","[2359, 5292]","[52, 799, 1452, 1604, 2189, 2387, 2555, 2863, 5315, 5643, 6096, 6131, 6451]","[2359, 3984, 5292]",6948,15,6933,2,13,6932,1
4.5,BTTNP2G,"[24, 774, 847, 852, 1115, 1342]",[774],"[24, 847, 852, 1115, 1342]",[774],1841,6,1835,1,5,1835,0
4.5,BTU02285,"[21, 434, 1858, 2334, 2873, 3792, 4169, 4222, 4487, 4780, 5056, 5654]","[3792, 4222, 4487, 4780, 5056]","[21, 434, 1858, 2334, 2873, 4169, 5654]","[3792, 4222, 4487, 4780, 5056]",6388,12,6376,5,7,6376,0
4.5,CALEGLOBIM,"[220, 236, 345, 587, 603, 1185, 1197]","[236, 587]","[220, 345, 603, 1185, 1197]","[236, 587]",1690,7,1683,2,5,1683,0
4.5,CBUEGLOBIM,"[220, 236, 345, 587, 603, 874, 1185, 1197]","[236, 587]","[220, 345, 603, 874, 1185, 1197]","[236, 587]",1690,8,1682,2,6,1682,0
