Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
8.0,ACU08131,[],[],[],"[642, 1363, 2029, 2803, 3798]",5384,0,5384,0,0,5379,5
8.0,AGGGLINE,[],[],[],"[3158, 3504]",7220,0,7220,0,0,7218,2
8.0,AGU04852,[8817],[],[8817],"[3956, 5517, 5912, 6740]",10976,1,10975,0,1,10971,4
8.0,ALOEGLOBIM,[],[],[],"[237, 583]",1683,0,1683,0,0,1681,2
8.0,ALOEGLOBIN,[],[],[],"[237, 583]",1683,0,1683,0,0,1681,2
8.0,ALOPROTP1A,[],[],[],[166],410,0,410,0,0,409,1
8.0,AMU12024,[],[],[],"[257, 667, 1864, 2126, 2482]",3644,0,3644,0,0,3639,5
8.0,AMU12025,[1412],[1412],[],"[1412, 1830, 2654, 2902, 3278]",5375,1,5374,1,0,5370,4
8.0,AOIRHODOPS,[4067],[4067],[],"[1702, 4067, 5373, 6243]",9915,1,9914,1,0,9911,3
8.0,ASPROP2,[],[],[],[325],664,0,664,0,0,663,1
8.0,ASYRVISP,[],[],[],"[625, 1042, 1335, 1585, 1916]",2221,0,2221,0,0,2216,5
8.0,ATREGLOBIN,[],[],[],"[237, 588]",1691,0,1691,0,0,1689,2
8.0,BABAPOE,[],[],[],"[897, 2847]",4754,0,4754,0,0,4752,2
8.0,BATROX,[3975],[],[3975],"[341, 3011, 5035, 6955]",8092,1,8091,0,1,8087,4
8.0,BCHEGLOBIN,[],[],[],"[237, 583]",1697,0,1697,0,0,1695,2
8.0,BOVANPA,[],[],[],"[433, 858]",1761,0,1761,0,0,1759,2
8.0,BOVCOX7AL,[],[],[],"[1540, 2812, 5049]",6848,0,6848,0,0,6845,3
8.0,BOVGAS,[],[],[],[751],1058,0,1058,0,0,1057,1
8.0,BOVIAP,[],[],[],"[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5391,0,5391,0,0,5381,10
8.0,BOVIRBP,[3174],[3174],[],"[3174, 5595, 7699]",11785,1,11784,1,0,11782,2
8.0,BOVLHB,[803],[803],[],"[803, 1272]",1856,1,1855,1,0,1854,1
8.0,BOVLYSOZMA,[],[],[],"[3039, 5771, 8654]",12214,0,12214,0,0,12211,3
8.0,BOVLYSOZMB,[],[],[],"[2673, 4005, 6212]",10204,0,10204,0,0,10201,3
8.0,BOVLYSOZMC,[],[],[],"[905, 2323, 4194]",8043,0,8043,0,0,8040,3
8.0,BOVMYF5A,[],[],[],"[698, 1625]",5211,0,5211,0,0,5209,2
8.0,BRHOX22,[],[],[],[1431],3434,0,3434,0,0,3433,1
8.0,BRHOX34A,[],[],[],[981],3490,0,3490,0,0,3489,1
8.0,BRU12895,[],[],[],[1135],3232,0,3232,0,0,3231,1
8.0,BTATPAAA,[2314],[2314],[],"[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9907,1,9906,1,0,9896,10
8.0,BTEBGL2,[],[],[],"[310, 658]",1833,0,1833,0,0,1831,2
8.0,BTEBGL4,[],[],[],"[310, 658]",1828,0,1828,0,0,1826,2
8.0,BTGL01,[],[],[],"[365, 1008]",2040,0,2040,0,0,2038,2
8.0,BTHOR02,[],[],[],"[484, 1920]",2419,0,2419,0,0,2417,2
8.0,BTKER6B,[],[],[],"[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5718,0,5718,0,0,5711,7
8.0,BTSPDNA,[],[],[],[1541],2148,0,2148,0,0,2147,1
8.0,BTSVSP109,"[2555, 5292]",[5292],[2555],"[2359, 3984, 5292]",6948,2,6946,1,1,6944,2
8.0,BTTNP2G,[],[],[],[774],1841,0,1841,0,0,1840,1
8.0,BTU02285,[],[],[],"[3792, 4222, 4487, 4780, 5056]",6388,0,6388,0,0,6383,5
8.0,CALEGLOBIM,[],[],[],"[236, 587]",1690,0,1690,0,0,1688,2
8.0,CBUEGLOBIM,[],[],[],"[236, 587]",1690,0,1690,0,0,1688,2
8.0,CCALAC,[],[],[],"[1358, 1852, 2409]",3619,0,3619,0,0,3616,3
8.0,CCBEGLOBIM,[],[],[],"[237, 587]",1695,0,1695,0,0,1693,2
8.0,CCBEGLOBIN,[],[],[],"[238, 589]",1698,0,1698,0,0,1696,2
8.0,CCGHG,[],[],[],"[283, 706, 1051, 1778]",2830,0,2830,0,0,2826,4
8.0,CCGONBS1,[],[],[],"[1767, 2072]",3463,0,3463,0,0,3461,2
8.0,CCGONBS2,[],[],[],"[1785, 2091]",3482,0,3482,0,0,3480,2
8.0,CCGTHA1,[],[],[],"[302, 572]",1144,0,1144,0,0,1142,2
8.0,CCT64CLU,[],[],[],"[1644, 2757, 3005, 3496, 4514, 5272, 5659]",6276,0,6276,0,0,6269,7
8.0,CEPPINS,[],[],[],[858],1901,0,1901,0,0,1900,1
8.0,CHBLG,[],[],[],"[2285, 3090, 4019, 5246, 6025]",8080,0,8080,0,0,8075,5
8.0,CHEBGLI,[],[],[],"[570, 909]",2204,0,2204,0,0,2202,2
8.0,CHEBGLII,[],[],[],"[563, 912]",2258,0,2258,0,0,2256,2
8.0,CHKALDB,"[4004, 6664]",[6664],[4004],"[6172, 6664, 6955, 7265, 8186, 8842, 9185]",11643,2,11641,1,1,11635,6
8.0,CHKAPOII,[],[],[],"[3317, 3820]",4953,0,4953,0,0,4951,2
8.0,CHKDPCP,[],[],[],[637],1902,0,1902,0,0,1901,1
8.0,CHKMAX,[],[],[],"[2127, 2291, 3928, 4295]",5690,0,5690,0,0,5686,4
8.0,CHKMYOD,[],[],[],"[4941, 6150]",7381,0,7381,0,0,7379,2
8.0,CHKOVAL,[],[],[],"[3164, 3466, 4176, 4694, 5795, 6282]",9198,0,9198,0,0,9192,6
8.0,CHKRPL30,[],[],[],"[801, 1872, 2753]",3884,0,3884,0,0,3881,3
8.0,CHKRPL37A,[],[],[],"[798, 1376, 2386]",3465,0,3465,0,0,3462,3
8.0,CHKRPL5G,[2618],[],[2618],"[498, 1419, 1632, 3157, 3955, 5165, 6897]",8313,1,8312,0,1,8305,7
8.0,CHKTUB4B,[],[],[],"[437, 949, 1573]",3145,0,3145,0,0,3142,3
8.0,CHKY,[3603],[3603],[],"[3603, 4199, 4683, 5648, 6012, 6249]",8364,1,8363,1,0,8358,5
8.0,CHPPHYGEN,[22],[],[22],"[4599, 4945]",13689,1,13688,0,1,13686,2
8.0,CHPPROTP1A,[],[],[],[159],397,0,397,0,0,396,1
8.0,CHPPROTP1B,[],[],[],[160],396,0,396,0,0,395,1
8.0,CHWEGLOBIM,[],[],[],"[237, 588]",1701,0,1701,0,0,1699,2
8.0,CIGH,[],[],[],"[1281, 1691, 2280, 2889]",3967,0,3967,0,0,3963,4
8.0,CITEGLOBIM,[],[],[],"[236, 587]",1691,0,1691,0,0,1689,2
8.0,CJAEGLOBIN,[],[],[],"[237, 588]",1702,0,1702,0,0,1700,2
8.0,CJINTERFG,[],[],[],"[2881, 4187, 4465]",8519,0,8519,0,0,8516,3
8.0,CL54K,[],[],[],[512],3407,0,3407,0,0,3406,1
8.0,CMBGA2B2,[],[],[],"[383, 718]",2684,0,2684,0,0,2682,2
8.0,CMEGA2E2,[],[],[],"[416, 753]",2046,0,2046,0,0,2044,2
8.0,CMU11711,[],[],[],"[1685, 2031]",3163,0,3163,0,0,3161,2
8.0,CPPROT1GN,[],[],[],[164],390,0,390,0,0,389,1
8.0,CRASEQB,[],[],[],"[1920, 2825]",5120,0,5120,0,0,5118,2
8.0,CRUCH7AHYD,[],[],[],"[1731, 3651, 4938, 6076, 7866]",10606,0,10606,0,0,10601,5
8.0,CRUGAD45A,[1877],[1877],[],"[1877, 2063, 2417]",4427,1,4426,1,0,4424,2
8.0,DMPROTP1,[],[],[],[249],616,0,616,0,0,615,1
8.0,DMU11712,[],[],[],"[1705, 2043]",3019,0,3019,0,0,3017,2
8.0,DOGCOLIP,[],[],[],"[1108, 2378]",3156,0,3156,0,0,3154,2
8.0,DOGIL8T,[],[],[],"[118, 1406, 1769]",2229,0,2229,0,0,2226,3
8.0,ECGLOAP1,[],[],[],"[363, 657]",1133,0,1133,0,0,1131,2
8.0,ECPZA2GL,[1560],[],[1560],"[3576, 4059]",5081,1,5080,0,1,5078,2
8.0,ECZGL1,[700],[700],[],"[700, 1534]",1993,1,1992,1,0,1991,1
8.0,ECZGL2,[255],[255],[],"[255, 1084]",1555,1,1554,1,0,1553,1
8.0,ELMETL,[],[],[],"[1097, 1291]",1865,0,1865,0,0,1863,2
8.0,FDFELDI2,[678],[],[678],"[276, 970]",2417,1,2416,0,1,2414,2
8.0,FDTNFA,[187],[187],[],"[187, 790, 972]",1714,1,1713,1,0,1711,2
8.0,GDMYF5G,[],[],[],"[639, 1036]",1601,0,1601,0,0,1599,2
8.0,GGAC01,[],[],[],"[1666, 2226, 3189, 3677]",5038,0,5038,0,0,5034,4
8.0,GGACTAC,[],[],[],"[970, 2127, 2914, 3218, 4398]",5455,0,5455,0,0,5450,5
8.0,GGACTI,[],[],[],"[404, 841, 1137, 1554, 1841]",2418,0,2418,0,0,2413,5
8.0,GGCALB,[],[],[],"[386, 1863, 2289, 3467, 3793, 4235, 4894, 5205, 5933, 6784, 7035, 7824, 8718, 9052, 9685, 10195]",11060,0,11060,0,0,11044,16
8.0,GGCRYD1,[],[],[],"[441, 1734, 2742, 3150, 3516, 3944, 4332, 4528, 4907, 5234, 5899, 6138, 6395, 6734, 7213]",8152,0,8152,0,0,8137,15
8.0,GGGL03,[],[],[],"[432, 768]",1199,0,1199,0,0,1197,2
8.0,GGGNRHIA,[3627],[3627],[],"[3627, 4392]",6274,1,6273,1,0,6272,1
8.0,GGNFM1D,[],[],[],"[2132, 2451]",5630,0,5630,0,0,5628,2
8.0,GGPROP2,[],[],[],[307],640,0,640,0,0,639,1
8.0,GGRIHBGEN,"[1973, 3454]",[3454],[1973],"[2982, 3219, 3454]",3878,2,3876,1,1,3874,2
8.0,GGVITIIG,[12272],[12272],[],"[54, 190, 442, 2021, 2694, 2948, 3267, 3543, 3791, 4818, 5441, 6229, 6443, 7045, 7268, 8026, 8302, 9149, 9467, 10104, 10448, 10714, 11757, 12272, 12615, 13267, 13505, 14028, 14704, 15348, 15771, 16955, 17864, 19081]",20335,1,20334,1,0,20301,33
8.0,GIBPROTP1A,[],[],[],[160],393,0,393,0,0,392,1
8.0,GORAFPA,"[2955, 11145]",[2955],[11145],"[999, 1860, 2955, 5457, 6760, 7766, 9445, 11629, 13421, 14087, 14707, 16581, 17834]",24599,2,24597,1,1,24585,12
8.0,GORPROTP1A,[],[],[],[164],404,0,404,0,0,403,1
8.0,GPIINS,[],[],[],[526],1464,0,1464,0,0,1463,1
8.0,HAMAMYLP,[],[],[],[2308],5947,0,5947,0,0,5946,1
8.0,HAMHG5,[],[],[],"[4856, 5517, 6188, 6597, 7441]",9711,0,9711,0,0,9706,5
8.0,HROAMD1,[],[],[],"[2687, 3486, 4700]",7091,0,7091,0,0,7088,3
8.0,HROMA2,[],[],[],"[739, 1174]",1779,0,1779,0,0,1777,2
8.0,HROMA4A,[],[],[],"[1108, 1670]",2331,0,2331,0,0,2329,2
8.0,HRSPRMI,[],[],[],[722],2198,0,2198,0,0,2197,1
8.0,HS1D3HLH,[1231],[],[1231],[1039],2473,1,2472,0,1,2471,1
8.0,HS2OXOC,[],[],[],"[116, 871, 1162, 1421, 1694, 1825]",2510,0,2510,0,0,2504,6
8.0,HSABLGR1,[],[],[],"[8720, 10400, 12434, 14200, 15741, 17116, 17991]",35954,0,35954,0,0,35947,7
8.0,HSALDCG,[3567],[3567],[],"[2641, 2939, 3110, 3366, 3567, 3994, 4326]",5190,1,5189,1,0,5183,6
8.0,HSAPC3A,[],[],[],"[919, 1178]",6039,0,6039,0,0,6037,2
8.0,HSAPOA2B,[],[],[],"[490, 916]",1747,0,1747,0,0,1745,2
