Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
4.5,ACU08131,"[463, 642, 710, 845, 1024, 1255, 1363, 2029, 2245, 2350, 2637, 2803, 3336, 4512, 5313]","[642, 1363, 2029, 2803]","[463, 710, 845, 1024, 1255, 2245, 2350, 2637, 3336, 4512, 5313]","[642, 1363, 2029, 2803, 3798]",5385,15,5370,4,11,5369,1
4.5,AGGGLINE,"[32, 70, 2325, 2347, 2946, 2963, 3120, 3158, 3504, 4035, 4309, 4651, 5864, 6262, 6387]","[3158, 3504]","[32, 70, 2325, 2347, 2946, 2963, 3120, 4035, 4309, 4651, 5864, 6262, 6387]","[3158, 3504]",7222,15,7207,2,13,7207,0
4.5,AGU04852,"[536, 653, 2117, 2972, 3877, 3956, 4566, 4701, 4906, 5517, 5533, 5912, 6224, 6740, 6883, 8085, 8301, 8354, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]","[536, 653, 2117, 2972, 3877, 4566, 4701, 4906, 5533, 6224, 6883, 8085, 8301, 8354, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]",10977,21,10956,4,17,10956,0
4.5,ALOEGLOBIM,"[221, 237, 536, 583, 1170, 1182]","[237, 583]","[221, 536, 1170, 1182]","[237, 583]",1684,6,1678,2,4,1678,0
4.5,ALOEGLOBIN,"[221, 237, 536, 583, 1170, 1182]","[237, 583]","[221, 536, 1170, 1182]","[237, 583]",1684,6,1678,2,4,1678,0
4.5,ALOPROTP1A,"[59, 166, 170, 267]",[166],"[59, 170, 267]",[166],411,4,407,1,3,407,0
4.5,AMU12024,"[257, 667, 1583, 1960, 2482, 2685]","[257, 667, 2482]","[1583, 1960, 2685]","[257, 667, 1864, 2126, 2482]",3645,6,3639,3,3,3637,2
4.5,AMU12025,"[1080, 1412, 1830, 2654, 2705, 2736, 3278, 3313, 3343]","[1412, 1830, 2654, 3278]","[1080, 2705, 2736, 3313, 3343]","[1412, 1830, 2654, 2902, 3278]",5376,9,5367,4,5,5366,1
4.5,AOIRHODOPS,"[255, 894, 1702, 1969, 2754, 4005, 4067, 4385, 4840, 4953, 5373, 5483, 7056, 7600, 7800, 8156, 8308, 9057, 9133]","[1702, 4067, 5373]","[255, 894, 1969, 2754, 4005, 4385, 4840, 4953, 5483, 7056, 7600, 7800, 8156, 8308, 9057, 9133]","[1702, 4067, 5373, 6243]",9916,19,9897,3,16,9896,1
4.5,ASPROP2,"[75, 589]",[],"[75, 589]",[325],665,2,663,0,2,662,1
