Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
2.5,ACU08131,"[70, 158, 322, 387, 463, 642, 710, 845, 849, 925, 1000, 1009, 1024, 1230, 1255, 1328, 1363, 1437, 1603, 1735, 1860, 1994, 2025, 2029, 2079, 2104, 2179, 2212, 2245, 2350, 2498, 2537, 2598, 2637, 2798, 2803, 2807, 2840, 2986, 3032, 3042, 3336, 3798, 3914, 4038, 4167, 4306, 4452, 4504, 4512, 5170, 5176, 5313, 5324, 5345, 5361]","[642, 1363, 2029, 2803, 3798]","[70, 158, 322, 387, 463, 710, 845, 849, 925, 1000, 1009, 1024, 1230, 1255, 1328, 1437, 1603, 1735, 1860, 1994, 2025, 2079, 2104, 2179, 2212, 2245, 2350, 2498, 2537, 2598, 2637, 2798, 2807, 2840, 2986, 3032, 3042, 3336, 3914, 4038, 4167, 4306, 4452, 4504, 4512, 5170, 5176, 5313, 5324, 5345, 5361]","[642, 1363, 2029, 2803, 3798]",5385,56,5329,5,51,5329,0
2.5,AGGGLINE,"[32, 70, 80, 805, 812, 869, 935, 1082, 1466, 1571, 1605, 2325, 2347, 2658, 2685, 2697, 2946, 2963, 3120, 3158, 3168, 3384, 3390, 3457, 3504, 3600, 3673, 3850, 4035, 4094, 4098, 4102, 4253, 4309, 4313, 4411, 4456, 4651, 4685, 4689, 4709, 4720, 4756, 4849, 5175, 5187, 5228, 5259, 5307, 5357, 5585, 5592, 5648, 5864, 6176, 6262, 6277, 6387, 6421, 6780, 6980, 6984, 7054, 7300]","[3158, 3504]","[32, 70, 80, 805, 812, 869, 935, 1082, 1466, 1571, 1605, 2325, 2347, 2658, 2685, 2697, 2946, 2963, 3120, 3168, 3384, 3390, 3457, 3600, 3673, 3850, 4035, 4094, 4098, 4102, 4253, 4309, 4313, 4411, 4456, 4651, 4685, 4689, 4709, 4720, 4756, 4849, 5175, 5187, 5228, 5259, 5307, 5357, 5585, 5592, 5648, 5864, 6176, 6262, 6277, 6387, 6421, 6780, 6980, 6984, 7054, 7300]","[3158, 3504]",7222,64,7158,2,62,7158,0
2.5,AGU04852,"[86, 174, 183, 348, 491, 536, 631, 653, 664, 734, 987, 1023, 1104, 1116, 1142, 1184, 1232, 1464, 2073, 2117, 2302, 2478, 2482, 2624, 2720, 2784, 2917, 2972, 3022, 3038, 3116, 3133, 3176, 3211, 3402, 3404, 3693, 3697, 3701, 3732, 3788, 3877, 3956, 4086, 4566, 4701, 4780, 4788, 4800, 4809, 4863, 4906, 5252, 5350, 5517, 5529, 5533, 5876, 5912, 5987, 6203, 6224, 6383, 6731, 6740, 6883, 7105, 7128, 7509, 7636, 7669, 7927, 7960, 8026, 8085, 8122, 8252, 8301, 8349, 8354, 8358, 8362, 8635, 8653, 8694, 8817, 8877, 8934, 8961, 9083, 9261, 9622, 9856, 10029, 10753, 10812, 10820, 10937, 10961]","[3956, 5517, 5912, 6740]","[86, 174, 183, 348, 491, 536, 631, 653, 664, 734, 987, 1023, 1104, 1116, 1142, 1184, 1232, 1464, 2073, 2117, 2302, 2478, 2482, 2624, 2720, 2784, 2917, 2972, 3022, 3038, 3116, 3133, 3176, 3211, 3402, 3404, 3693, 3697, 3701, 3732, 3788, 3877, 4086, 4566, 4701, 4780, 4788, 4800, 4809, 4863, 4906, 5252, 5350, 5529, 5533, 5876, 5987, 6203, 6224, 6383, 6731, 6883, 7105, 7128, 7509, 7636, 7669, 7927, 7960, 8026, 8085, 8122, 8252, 8301, 8349, 8354, 8358, 8362, 8635, 8653, 8694, 8817, 8877, 8934, 8961, 9083, 9261, 9622, 9856, 10029, 10753, 10812, 10820, 10937, 10961]","[3956, 5517, 5912, 6740]",10977,99,10878,4,95,10878,0
2.5,ALOEGLOBIM,"[221, 237, 271, 469, 536, 583, 599, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1297, 1301, 1399, 1404, 1410, 1455]","[237, 583]","[221, 271, 469, 536, 599, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1297, 1301, 1399, 1404, 1410, 1455]","[237, 583]",1684,21,1663,2,19,1663,0
2.5,ALOEGLOBIN,"[221, 237, 271, 469, 536, 583, 599, 1043, 1049, 1154, 1170, 1176, 1182, 1186, 1200, 1250, 1297, 1301, 1399, 1404, 1410, 1455]","[237, 583]","[221, 271, 469, 536, 599, 1043, 1049, 1154, 1170, 1176, 1182, 1186, 1200, 1250, 1297, 1301, 1399, 1404, 1410, 1455]","[237, 583]",1684,22,1662,2,20,1662,0
2.5,ALOPROTP1A,"[59, 166, 170, 186, 267]",[166],"[59, 170, 186, 267]",[166],411,5,406,1,4,406,0
2.5,AMU12024,"[85, 257, 477, 534, 632, 667, 671, 872, 1120, 1467, 1583, 1594, 1695, 1797, 1864, 1960, 2013, 2126, 2482, 2605, 2685, 2801, 3332, 3458, 3606]","[257, 667, 1864, 2126, 2482]","[85, 477, 534, 632, 671, 872, 1120, 1467, 1583, 1594, 1695, 1797, 1960, 2013, 2605, 2685, 2801, 3332, 3458, 3606]","[257, 667, 1864, 2126, 2482]",3645,25,3620,5,20,3620,0
2.5,AMU12025,"[205, 271, 301, 321, 527, 529, 859, 1049, 1080, 1143, 1412, 1640, 1697, 1830, 1834, 2010, 2250, 2485, 2554, 2654, 2658, 2689, 2705, 2736, 2789, 2902, 3278, 3313, 3343, 3649, 4481, 4541]","[1412, 1830, 2654, 2902, 3278]","[205, 271, 301, 321, 527, 529, 859, 1049, 1080, 1143, 1640, 1697, 1834, 2010, 2250, 2485, 2554, 2658, 2689, 2705, 2736, 2789, 3313, 3343, 3649, 4481, 4541]","[1412, 1830, 2654, 2902, 3278]",5376,32,5344,5,27,5344,0
2.5,AOIRHODOPS,"[141, 255, 620, 691, 894, 1115, 1314, 1702, 1749, 1925, 1953, 1969, 2025, 2754, 2812, 2855, 2949, 3012, 3488, 3948, 4005, 4067, 4071, 4109, 4336, 4385, 4391, 4430, 4479, 4598, 4840, 4953, 5014, 5116, 5207, 5373, 5426, 5452, 5483, 5494, 5601, 5716, 5796, 5892, 6243, 6372, 6400, 6759, 6806, 7039, 7056, 7481, 7580, 7584, 7600, 7614, 7622, 7630, 7673, 7800, 8003, 8156, 8197, 8308, 8614, 8837, 9057, 9133, 9304, 9371, 9410]","[1702, 4067, 5373, 6243]","[141, 255, 620, 691, 894, 1115, 1314, 1749, 1925, 1953, 1969, 2025, 2754, 2812, 2855, 2949, 3012, 3488, 3948, 4005, 4071, 4109, 4336, 4385, 4391, 4430, 4479, 4598, 4840, 4953, 5014, 5116, 5207, 5426, 5452, 5483, 5494, 5601, 5716, 5796, 5892, 6372, 6400, 6759, 6806, 7039, 7056, 7481, 7580, 7584, 7600, 7614, 7622, 7630, 7673, 7800, 8003, 8156, 8197, 8308, 8614, 8837, 9057, 9133, 9304, 9371, 9410]","[1702, 4067, 5373, 6243]",9916,71,9845,4,67,9845,0
2.5,ASPROP2,"[75, 120, 325, 452, 589]",[325],"[75, 120, 452, 589]",[325],665,5,660,1,4,660,0
