Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
9.5,ACU08131,[],[],[],"[642, 1363, 2029, 2803, 3798]",5385,0,5385,0,0,5380,5
9.5,AGGGLINE,[],[],[],"[3158, 3504]",7222,0,7222,0,0,7220,2
9.5,AGU04852,[],[],[],"[3956, 5517, 5912, 6740]",10977,0,10977,0,0,10973,4
9.5,ALOEGLOBIM,[],[],[],"[237, 583]",1684,0,1684,0,0,1682,2
9.5,ALOEGLOBIN,[],[],[],"[237, 583]",1684,0,1684,0,0,1682,2
9.5,ALOPROTP1A,[],[],[],[166],411,0,411,0,0,410,1
9.5,AMU12024,[],[],[],"[257, 667, 1864, 2126, 2482]",3645,0,3645,0,0,3640,5
9.5,AMU12025,[],[],[],"[1412, 1830, 2654, 2902, 3278]",5376,0,5376,0,0,5371,5
9.5,AOIRHODOPS,[],[],[],"[1702, 4067, 5373, 6243]",9916,0,9916,0,0,9912,4
9.5,ASPROP2,[],[],[],[325],665,0,665,0,0,664,1
9.5,ASYRVISP,[],[],[],"[625, 1042, 1335, 1585, 1916]",2222,0,2222,0,0,2217,5
9.5,ATREGLOBIN,[],[],[],"[237, 588]",1692,0,1692,0,0,1690,2
9.5,BABAPOE,[],[],[],"[897, 2847]",4755,0,4755,0,0,4753,2
9.5,BATROX,[],[],[],"[341, 3011, 5035, 6955]",8093,0,8093,0,0,8089,4
9.5,BCHEGLOBIN,[],[],[],"[237, 583]",1698,0,1698,0,0,1696,2
9.5,BOVANPA,[],[],[],"[433, 858]",1762,0,1762,0,0,1760,2
9.5,BOVCOX7AL,[],[],[],"[1540, 2812, 5049]",6850,0,6850,0,0,6847,3
9.5,BOVGAS,[],[],[],[751],1059,0,1059,0,0,1058,1
9.5,BOVIAP,[],[],[],"[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5392,0,5392,0,0,5382,10
9.5,BOVIRBP,[],[],[],"[3174, 5595, 7699]",11786,0,11786,0,0,11783,3
9.5,BOVLHB,[],[],[],"[803, 1272]",1857,0,1857,0,0,1855,2
9.5,BOVLYSOZMA,[],[],[],"[3039, 5771, 8654]",12215,0,12215,0,0,12212,3
9.5,BOVLYSOZMB,[],[],[],"[2673, 4005, 6212]",10205,0,10205,0,0,10202,3
9.5,BOVLYSOZMC,[],[],[],"[905, 2323, 4194]",8044,0,8044,0,0,8041,3
9.5,BOVMYF5A,[],[],[],"[698, 1625]",5212,0,5212,0,0,5210,2
9.5,BRHOX22,[],[],[],[1431],3435,0,3435,0,0,3434,1
9.5,BRHOX34A,[],[],[],[981],3491,0,3491,0,0,3490,1
9.5,BRU12895,[],[],[],[1135],3233,0,3233,0,0,3232,1
9.5,BTATPAAA,[],[],[],"[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9908,0,9908,0,0,9897,11
9.5,BTEBGL2,[],[],[],"[310, 658]",1834,0,1834,0,0,1832,2
9.5,BTEBGL4,[],[],[],"[310, 658]",1829,0,1829,0,0,1827,2
9.5,BTGL01,[],[],[],"[365, 1008]",2041,0,2041,0,0,2039,2
9.5,BTHOR02,[],[],[],"[484, 1920]",2420,0,2420,0,0,2418,2
9.5,BTKER6B,[],[],[],"[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5719,0,5719,0,0,5712,7
9.5,BTSPDNA,[],[],[],[1541],2149,0,2149,0,0,2148,1
9.5,BTSVSP109,[],[],[],"[2359, 3984, 5292]",6949,0,6949,0,0,6946,3
9.5,BTTNP2G,[],[],[],[774],1842,0,1842,0,0,1841,1
9.5,BTU02285,[],[],[],"[3792, 4222, 4487, 4780, 5056]",6389,0,6389,0,0,6384,5
9.5,CALEGLOBIM,[],[],[],"[236, 587]",1691,0,1691,0,0,1689,2
9.5,CBUEGLOBIM,[],[],[],"[236, 587]",1691,0,1691,0,0,1689,2
9.5,CCALAC,[],[],[],"[1358, 1852, 2409]",3620,0,3620,0,0,3617,3
9.5,CCBEGLOBIM,[],[],[],"[237, 587]",1696,0,1696,0,0,1694,2
9.5,CCBEGLOBIN,[],[],[],"[238, 589]",1699,0,1699,0,0,1697,2
9.5,CCGHG,[],[],[],"[283, 706, 1051, 1778]",2831,0,2831,0,0,2827,4
9.5,CCGONBS1,[],[],[],"[1767, 2072]",3464,0,3464,0,0,3462,2
9.5,CCGONBS2,[],[],[],"[1785, 2091]",3483,0,3483,0,0,3481,2
9.5,CCGTHA1,[],[],[],"[302, 572]",1145,0,1145,0,0,1143,2
9.5,CCT64CLU,[],[],[],"[1644, 2757, 3005, 3496, 4514, 5272, 5659]",6278,0,6278,0,0,6271,7
9.5,CEPPINS,[],[],[],[858],1902,0,1902,0,0,1901,1
9.5,CHBLG,[],[],[],"[2285, 3090, 4019, 5246, 6025]",8081,0,8081,0,0,8076,5
9.5,CHEBGLI,[],[],[],"[570, 909]",2206,0,2206,0,0,2204,2
9.5,CHEBGLII,[],[],[],"[563, 912]",2260,0,2260,0,0,2258,2
9.5,CHKALDB,[],[],[],"[6172, 6664, 6955, 7265, 8186, 8842, 9185]",11644,0,11644,0,0,11637,7
9.5,CHKAPOII,[],[],[],"[3317, 3820]",4954,0,4954,0,0,4952,2
9.5,CHKDPCP,[],[],[],[637],1903,0,1903,0,0,1902,1
9.5,CHKMAX,[],[],[],"[2127, 2291, 3928, 4295]",5691,0,5691,0,0,5687,4
9.5,CHKMYOD,[],[],[],"[4941, 6150]",7382,0,7382,0,0,7380,2
9.5,CHKOVAL,[],[],[],"[3164, 3466, 4176, 4694, 5795, 6282]",9199,0,9199,0,0,9193,6
9.5,CHKRPL30,[],[],[],"[801, 1872, 2753]",3885,0,3885,0,0,3882,3
9.5,CHKRPL37A,[],[],[],"[798, 1376, 2386]",3466,0,3466,0,0,3463,3
9.5,CHKRPL5G,[],[],[],"[498, 1419, 1632, 3157, 3955, 5165, 6897]",8314,0,8314,0,0,8307,7
9.5,CHKTUB4B,[],[],[],"[437, 949, 1573]",3146,0,3146,0,0,3143,3
9.5,CHKY,[],[],[],"[3603, 4199, 4683, 5648, 6012, 6249]",8365,0,8365,0,0,8359,6
9.5,CHPPHYGEN,[],[],[],"[4599, 4945]",13690,0,13690,0,0,13688,2
9.5,CHPPROTP1A,[],[],[],[159],398,0,398,0,0,397,1
9.5,CHPPROTP1B,[],[],[],[160],397,0,397,0,0,396,1
9.5,CHWEGLOBIM,[],[],[],"[237, 588]",1702,0,1702,0,0,1700,2
