Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
3.5,ACU08131,"[70, 322, 463, 642, 710, 845, 925, 1024, 1255, 1363, 1437, 1735, 1860, 2025, 2029, 2179, 2245, 2350, 2498, 2598, 2637, 2803, 2807, 3042, 3336, 3798, 3914, 4038, 4306, 4504, 4512, 5170, 5176, 5313, 5324]","[642, 1363, 2029, 2803, 3798]","[70, 322, 463, 710, 845, 925, 1024, 1255, 1437, 1735, 1860, 2025, 2179, 2245, 2350, 2498, 2598, 2637, 2807, 3042, 3336, 3914, 4038, 4306, 4504, 4512, 5170, 5176, 5313, 5324]","[642, 1363, 2029, 2803, 3798]",5385,35,5350,5,30,5350,0
3.5,AGGGLINE,"[32, 70, 805, 869, 935, 1571, 2325, 2347, 2658, 2946, 2963, 3120, 3158, 3390, 3457, 3504, 3600, 4035, 4094, 4098, 4253, 4309, 4313, 4456, 4651, 4685, 4720, 5187, 5228, 5259, 5357, 5585, 5648, 5864, 6262, 6387, 6421, 6984, 7054]","[3158, 3504]","[32, 70, 805, 869, 935, 1571, 2325, 2347, 2658, 2946, 2963, 3120, 3390, 3457, 3600, 4035, 4094, 4098, 4253, 4309, 4313, 4456, 4651, 4685, 4720, 5187, 5228, 5259, 5357, 5585, 5648, 5864, 6262, 6387, 6421, 6984, 7054]","[3158, 3504]",7222,39,7183,2,37,7183,0
3.5,AGU04852,"[174, 183, 491, 536, 631, 653, 734, 1104, 1464, 2073, 2117, 2302, 2478, 2972, 3116, 3176, 3402, 3404, 3693, 3788, 3877, 3956, 4566, 4701, 4809, 4863, 4906, 5252, 5517, 5529, 5533, 5912, 6224, 6383, 6740, 6883, 7509, 7636, 8085, 8301, 8354, 8358, 8635, 8694, 8817, 8877, 8934, 8961, 9261, 9622, 9856, 10812, 10820, 10961]","[3956, 5517, 5912, 6740]","[174, 183, 491, 536, 631, 653, 734, 1104, 1464, 2073, 2117, 2302, 2478, 2972, 3116, 3176, 3402, 3404, 3693, 3788, 3877, 4566, 4701, 4809, 4863, 4906, 5252, 5529, 5533, 6224, 6383, 6883, 7509, 7636, 8085, 8301, 8354, 8358, 8635, 8694, 8817, 8877, 8934, 8961, 9261, 9622, 9856, 10812, 10820, 10961]","[3956, 5517, 5912, 6740]",10977,54,10923,4,50,10923,0
3.5,ALOEGLOBIM,"[221, 237, 469, 536, 583, 1049, 1170, 1182, 1250, 1297, 1455]","[237, 583]","[221, 469, 536, 1049, 1170, 1182, 1250, 1297, 1455]","[237, 583]",1684,11,1673,2,9,1673,0
3.5,ALOEGLOBIN,"[221, 237, 469, 536, 583, 1049, 1170, 1182, 1250, 1297, 1455]","[237, 583]","[221, 469, 536, 1049, 1170, 1182, 1250, 1297, 1455]","[237, 583]",1684,11,1673,2,9,1673,0
3.5,ALOPROTP1A,"[59, 166, 170, 267]",[166],"[59, 170, 267]",[166],411,4,407,1,3,407,0
3.5,AMU12024,"[257, 632, 667, 872, 1120, 1583, 1594, 1695, 1960, 2013, 2126, 2482, 2605, 2685, 3458, 3606]","[257, 667, 2126, 2482]","[632, 872, 1120, 1583, 1594, 1695, 1960, 2013, 2605, 2685, 3458, 3606]","[257, 667, 1864, 2126, 2482]",3645,16,3629,4,12,3628,1
3.5,AMU12025,"[301, 527, 1049, 1080, 1412, 1830, 2010, 2485, 2654, 2658, 2689, 2705, 2736, 2789, 2902, 3278, 3313, 3343, 4481]","[1412, 1830, 2654, 2902, 3278]","[301, 527, 1049, 1080, 2010, 2485, 2658, 2689, 2705, 2736, 2789, 3313, 3343, 4481]","[1412, 1830, 2654, 2902, 3278]",5376,19,5357,5,14,5357,0
3.5,AOIRHODOPS,"[141, 255, 620, 894, 1314, 1702, 1749, 1953, 1969, 2025, 2754, 3012, 4005, 4067, 4336, 4385, 4840, 4953, 5116, 5207, 5373, 5426, 5452, 5483, 5494, 6243, 6372, 7039, 7056, 7481, 7580, 7600, 7622, 7630, 7800, 8003, 8156, 8308, 8837, 9057, 9133, 9304]","[1702, 4067, 5373, 6243]","[141, 255, 620, 894, 1314, 1749, 1953, 1969, 2025, 2754, 3012, 4005, 4336, 4385, 4840, 4953, 5116, 5207, 5426, 5452, 5483, 5494, 6372, 7039, 7056, 7481, 7580, 7600, 7622, 7630, 7800, 8003, 8156, 8308, 8837, 9057, 9133, 9304]","[1702, 4067, 5373, 6243]",9916,42,9874,4,38,9874,0
3.5,ASPROP2,"[75, 452, 589]",[],"[75, 452, 589]",[325],665,3,662,0,3,661,1
