Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
5.0,ACU08131,"[642, 845, 1024, 1255, 1363, 2029, 2350, 2803, 3336, 4512, 5313]","[642, 1363, 2029, 2803]","[845, 1024, 1255, 2350, 3336, 4512, 5313]","[642, 1363, 2029, 2803, 3798]",5385,11,5374,4,7,5373,1
5.0,AGGGLINE,"[70, 2946, 2963, 3158, 3504, 4035, 4309, 6262, 6387]","[3158, 3504]","[70, 2946, 2963, 4035, 4309, 6262, 6387]","[3158, 3504]",7222,9,7213,2,7,7213,0
5.0,AGU04852,"[536, 3877, 3956, 4566, 5517, 5533, 5912, 6224, 6740, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]","[536, 3877, 4566, 5533, 6224, 8817, 8961, 10812]","[3956, 5517, 5912, 6740]",10977,12,10965,4,8,10965,0
5.0,ALOEGLOBIM,"[221, 237, 583, 1170, 1182]","[237, 583]","[221, 1170, 1182]","[237, 583]",1684,5,1679,2,3,1679,0
5.0,ALOEGLOBIN,"[221, 237, 583, 1170, 1182]","[237, 583]","[221, 1170, 1182]","[237, 583]",1684,5,1679,2,3,1679,0
5.0,ALOPROTP1A,[166],[166],[],[166],411,1,410,1,0,410,0
5.0,AMU12024,"[257, 667, 1583, 2482]","[257, 667, 2482]",[1583],"[257, 667, 1864, 2126, 2482]",3645,4,3641,3,1,3639,2
5.0,AMU12025,"[1080, 1412, 1830, 2654, 2705, 3278, 3313, 3343]","[1412, 1830, 2654, 3278]","[1080, 2705, 3313, 3343]","[1412, 1830, 2654, 2902, 3278]",5376,8,5368,4,4,5367,1
5.0,AOIRHODOPS,"[894, 1702, 1969, 2754, 4005, 4067, 4840, 4953, 5373, 7056, 7800, 9133]","[1702, 4067, 5373]","[894, 1969, 2754, 4005, 4840, 4953, 7056, 7800, 9133]","[1702, 4067, 5373, 6243]",9916,12,9904,3,9,9903,1
5.0,ASPROP2,[],[],[],[325],665,0,665,0,0,664,1
5.0,ASYRVISP,"[625, 656, 1042, 1585]","[625, 1042, 1585]",[656],"[625, 1042, 1335, 1585, 1916]",2222,4,2218,3,1,2216,2
5.0,ATREGLOBIN,"[221, 237, 588, 1187]","[237, 588]","[221, 1187]","[237, 588]",1692,4,1688,2,2,1688,0
5.0,BABAPOE,"[33, 60, 198, 897, 2847, 3916, 3978, 3999]","[897, 2847]","[33, 60, 198, 3916, 3978, 3999]","[897, 2847]",4755,8,4747,2,6,4747,0
5.0,BATROX,"[341, 2078, 3011, 3593, 3924, 3975, 4110, 4705, 4836, 5035, 6955, 7655]","[341, 3011, 5035, 6955]","[2078, 3593, 3924, 3975, 4110, 4705, 4836, 7655]","[341, 3011, 5035, 6955]",8093,12,8081,4,8,8081,0
5.0,BCHEGLOBIN,"[221, 237, 583, 1184, 1196]","[237, 583]","[221, 1184, 1196]","[237, 583]",1698,5,1693,2,3,1693,0
5.0,BOVANPA,"[433, 858]","[433, 858]",[],"[433, 858]",1762,2,1760,2,0,1760,0
5.0,BOVCOX7AL,"[1540, 2470, 2630, 2867, 3328, 3721, 3969, 5049, 6167]","[1540, 5049]","[2470, 2630, 2867, 3328, 3721, 3969, 6167]","[1540, 2812, 5049]",6850,9,6841,2,7,6840,1
5.0,BOVGAS,[751],[751],[],[751],1059,1,1058,1,0,1058,0
5.0,BOVIAP,"[437, 457, 602, 926, 1116, 1318, 1764, 1994, 2793, 3392, 3535, 3667, 3782, 3844, 3996, 5262]","[1764, 1994, 3392, 3667, 3996]","[437, 457, 602, 926, 1116, 1318, 2793, 3535, 3782, 3844, 5262]","[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5392,16,5376,5,11,5371,5
5.0,BOVIRBP,"[129, 994, 2586, 2649, 3174, 3723, 3801, 4212, 5595, 5761, 6214, 6494, 6540, 7699, 9959, 10082, 10749, 11020]","[3174, 5595, 7699]","[129, 994, 2586, 2649, 3723, 3801, 4212, 5761, 6214, 6494, 6540, 9959, 10082, 10749, 11020]","[3174, 5595, 7699]",11786,18,11768,3,15,11768,0
5.0,BOVLHB,"[803, 1062, 1272]","[803, 1272]",[1062],"[803, 1272]",1857,3,1854,2,1,1854,0
5.0,BOVLYSOZMA,"[944, 2115, 2374, 3039, 3208, 5771, 7260, 8654, 9247, 9304]","[3039, 5771, 8654]","[944, 2115, 2374, 3208, 7260, 9247, 9304]","[3039, 5771, 8654]",12215,10,12205,3,7,12205,0
5.0,BOVLYSOZMB,"[140, 1229, 1662, 1993, 2673, 2843, 3717, 3743, 4005, 4797, 5148, 6212, 6807, 7058, 10002]","[2673, 4005, 6212]","[140, 1229, 1662, 1993, 2843, 3717, 3743, 4797, 5148, 6807, 7058, 10002]","[2673, 4005, 6212]",10205,15,10190,3,12,10190,0
5.0,BOVLYSOZMC,"[905, 2323, 4194, 4941, 4964, 5325, 6245]","[905, 2323, 4194]","[4941, 4964, 5325, 6245]","[905, 2323, 4194]",8044,7,8037,3,4,8037,0
5.0,BOVMYF5A,"[273, 698, 1398, 1625, 1824]","[698, 1625]","[273, 1398, 1824]","[698, 1625]",5212,5,5207,2,3,5207,0
5.0,BRHOX22,[1431],[1431],[],[1431],3435,1,3434,1,0,3434,0
5.0,BRHOX34A,"[588, 3491]",[],"[588, 3491]",[981],3491,2,3489,0,2,3488,1
5.0,BRU12895,"[1135, 1986]",[1135],[1986],[1135],3233,2,3231,1,1,3231,0
5.0,BTATPAAA,"[740, 826, 1146, 2314, 2501, 3383, 4106, 4188, 5345, 5556, 5729, 8311, 9129]","[740, 2314, 5729, 9129]","[826, 1146, 2501, 3383, 4106, 4188, 5345, 5556, 8311]","[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9908,13,9895,4,9,9888,7
5.0,BTEBGL2,"[294, 310, 327, 658]","[310, 658]","[294, 327]","[310, 658]",1834,4,1830,2,2,1830,0
5.0,BTEBGL4,"[294, 310, 327, 658, 815]","[310, 658]","[294, 327, 815]","[310, 658]",1829,5,1824,2,3,1824,0
5.0,BTGL01,"[98, 349, 365, 873, 1008]","[365, 1008]","[98, 349, 873]","[365, 1008]",2041,5,2036,2,3,2036,0
5.0,BTHOR02,[484],[484],[],"[484, 1920]",2420,1,2419,1,0,2418,1
5.0,BTKER6B,"[1678, 2346, 2913, 5608]",[1678],"[2346, 2913, 5608]","[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5719,4,5715,1,3,5709,6
5.0,BTSPDNA,"[960, 1054]",[],"[960, 1054]",[1541],2149,2,2147,0,2,2146,1
5.0,BTSVSP109,"[52, 799, 1604, 2189, 2359, 2387, 2555, 5292, 5315, 5643, 6096, 6131]","[2359, 5292]","[52, 799, 1604, 2189, 2387, 2555, 5315, 5643, 6096, 6131]","[2359, 3984, 5292]",6949,12,6937,2,10,6936,1
