Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
6.0,ACU08131,"[2029, 2803, 3336]","[2029, 2803]",[3336],"[642, 1363, 2029, 2803, 3798]",5385,3,5382,2,1,5379,3
6.0,AGGGLINE,"[3504, 4309, 6387]",[3504],"[4309, 6387]","[3158, 3504]",7222,3,7219,1,2,7218,1
6.0,AGU04852,"[536, 3877, 3956, 5912, 6740, 8817]","[3956, 5912, 6740]","[536, 3877, 8817]","[3956, 5517, 5912, 6740]",10977,6,10971,3,3,10970,1
6.0,ALOEGLOBIM,"[237, 583]","[237, 583]",[],"[237, 583]",1684,2,1682,2,0,1682,0
6.0,ALOEGLOBIN,"[237, 583, 1182]","[237, 583]",[1182],"[237, 583]",1684,3,1681,2,1,1681,0
6.0,ALOPROTP1A,[],[],[],[166],411,0,411,0,0,410,1
6.0,AMU12024,"[257, 667, 2482]","[257, 667, 2482]",[],"[257, 667, 1864, 2126, 2482]",3645,3,3642,3,0,3640,2
6.0,AMU12025,"[1080, 1412, 1830, 2654, 3278]","[1412, 1830, 2654, 3278]",[1080],"[1412, 1830, 2654, 2902, 3278]",5376,5,5371,4,1,5370,1
6.0,AOIRHODOPS,"[1702, 1969, 4005, 4067, 5373]","[1702, 4067, 5373]","[1969, 4005]","[1702, 4067, 5373, 6243]",9916,5,9911,3,2,9910,1
6.0,ASPROP2,[],[],[],[325],665,0,665,0,0,664,1
6.0,ASYRVISP,"[625, 1042]","[625, 1042]",[],"[625, 1042, 1335, 1585, 1916]",2222,2,2220,2,0,2217,3
6.0,ATREGLOBIN,"[237, 588]","[237, 588]",[],"[237, 588]",1692,2,1690,2,0,1690,0
6.0,BABAPOE,"[60, 2847]",[2847],[60],"[897, 2847]",4755,2,4753,1,1,4752,1
6.0,BATROX,"[341, 3011, 3975]","[341, 3011]",[3975],"[341, 3011, 5035, 6955]",8093,3,8090,2,1,8088,2
6.0,BCHEGLOBIN,"[237, 583, 1196]","[237, 583]",[1196],"[237, 583]",1698,3,1695,2,1,1695,0
6.0,BOVANPA,[],[],[],"[433, 858]",1762,0,1762,0,0,1760,2
6.0,BOVCOX7AL,"[3328, 5049]",[5049],[3328],"[1540, 2812, 5049]",6850,2,6848,1,1,6846,2
6.0,BOVGAS,[],[],[],[751],1059,0,1059,0,0,1058,1
6.0,BOVIAP,"[1318, 1764, 1994, 3392, 3996]","[1764, 1994, 3392, 3996]",[1318],"[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5392,5,5387,4,1,5381,6
6.0,BOVIRBP,"[3174, 3723, 3801, 4212, 6494, 7699, 9959, 11020]","[3174, 7699]","[3723, 3801, 4212, 6494, 9959, 11020]","[3174, 5595, 7699]",11786,8,11778,2,6,11777,1
6.0,BOVLHB,[803],[803],[],"[803, 1272]",1857,1,1856,1,0,1855,1
6.0,BOVLYSOZMA,[5771],[5771],[],"[3039, 5771, 8654]",12215,1,12214,1,0,12212,2
6.0,BOVLYSOZMB,"[1662, 4005, 5148, 6212, 6807, 7058]","[4005, 6212]","[1662, 5148, 6807, 7058]","[2673, 4005, 6212]",10205,6,10199,2,4,10198,1
6.0,BOVLYSOZMC,[2323],[2323],[],"[905, 2323, 4194]",8044,1,8043,1,0,8041,2
6.0,BOVMYF5A,[273],[],[273],"[698, 1625]",5212,1,5211,0,1,5209,2
6.0,BRHOX22,[1431],[1431],[],[1431],3435,1,3434,1,0,3434,0
6.0,BRHOX34A,[],[],[],[981],3491,0,3491,0,0,3490,1
6.0,BRU12895,"[1135, 1986]",[1135],[1986],[1135],3233,2,3231,1,1,3231,0
6.0,BTATPAAA,"[2314, 4106, 4188, 5729]","[2314, 5729]","[4106, 4188]","[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9908,4,9904,2,2,9895,9
6.0,BTEBGL2,"[294, 310, 658]","[310, 658]",[294],"[310, 658]",1834,3,1831,2,1,1831,0
6.0,BTEBGL4,"[294, 310, 658, 815]","[310, 658]","[294, 815]","[310, 658]",1829,4,1825,2,2,1825,0
6.0,BTGL01,"[365, 1008]","[365, 1008]",[],"[365, 1008]",2041,2,2039,2,0,2039,0
6.0,BTHOR02,[],[],[],"[484, 1920]",2420,0,2420,0,0,2418,2
6.0,BTKER6B,"[1678, 2346]",[1678],[2346],"[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5719,2,5717,1,1,5711,6
6.0,BTSPDNA,[],[],[],[1541],2149,0,2149,0,0,2148,1
6.0,BTSVSP109,"[799, 2189, 2359, 2555, 5292, 5643, 6096]","[2359, 5292]","[799, 2189, 2555, 5643, 6096]","[2359, 3984, 5292]",6949,7,6942,2,5,6941,1
6.0,BTTNP2G,"[847, 1326]",[],"[847, 1326]",[774],1842,2,1840,0,2,1839,1
6.0,BTU02285,"[21, 1858, 4222, 4780, 5056]","[4222, 4780, 5056]","[21, 1858]","[3792, 4222, 4487, 4780, 5056]",6389,5,6384,3,2,6382,2
6.0,CALEGLOBIM,"[236, 587, 1197]","[236, 587]",[1197],"[236, 587]",1691,3,1688,2,1,1688,0
6.0,CBUEGLOBIM,"[236, 587, 1197]","[236, 587]",[1197],"[236, 587]",1691,3,1688,2,1,1688,0
6.0,CCALAC,[2409],[2409],[],"[1358, 1852, 2409]",3620,1,3619,1,0,3617,2
6.0,CCBEGLOBIM,"[237, 587, 1203]","[237, 587]",[1203],"[237, 587]",1696,3,1693,2,1,1693,0
6.0,CCBEGLOBIN,"[238, 589, 1206]","[238, 589]",[1206],"[238, 589]",1699,3,1696,2,1,1696,0
6.0,CCGHG,"[283, 1778]","[283, 1778]",[],"[283, 706, 1051, 1778]",2831,2,2829,2,0,2827,2
6.0,CCGONBS1,[],[],[],"[1767, 2072]",3464,0,3464,0,0,3462,2
6.0,CCGONBS2,[],[],[],"[1785, 2091]",3483,0,3483,0,0,3481,2
6.0,CCGTHA1,[],[],[],"[302, 572]",1145,0,1145,0,0,1143,2
6.0,CCT64CLU,"[1644, 2757, 3005, 4514]","[1644, 2757, 3005, 4514]",[],"[1644, 2757, 3005, 3496, 4514, 5272, 5659]",6278,4,6274,4,0,6271,3
6.0,CEPPINS,[],[],[],[858],1902,0,1902,0,0,1901,1
6.0,CHBLG,"[4019, 4298, 4861, 6255]",[4019],"[4298, 4861, 6255]","[2285, 3090, 4019, 5246, 6025]",8081,4,8077,1,3,8073,4
6.0,CHEBGLI,"[909, 1213]",[909],[1213],"[570, 909]",2206,2,2204,1,1,2203,1
6.0,CHEBGLII,"[547, 563, 912]","[563, 912]",[547],"[563, 912]",2260,3,2257,2,1,2257,0
6.0,CHKALDB,"[4004, 5748, 6172, 6664, 6955, 6960, 7504, 8186, 10844]","[6172, 6664, 6955, 8186]","[4004, 5748, 6960, 7504, 10844]","[6172, 6664, 6955, 7265, 8186, 8842, 9185]",11644,9,11635,4,5,11632,3
6.0,CHKAPOII,"[1839, 2131, 3317]",[3317],"[1839, 2131]","[3317, 3820]",4954,3,4951,1,2,4950,1
6.0,CHKDPCP,"[347, 637, 1624]",[637],"[347, 1624]",[637],1903,3,1900,1,2,1900,0
6.0,CHKMAX,"[1236, 2127, 2291, 3928, 4295]","[2127, 2291, 3928, 4295]",[1236],"[2127, 2291, 3928, 4295]",5691,5,5686,4,1,5686,0
6.0,CHKMYOD,"[2106, 4941, 6150]","[4941, 6150]",[2106],"[4941, 6150]",7382,3,7379,2,1,7379,0
6.0,CHKOVAL,"[1390, 3164]",[3164],[1390],"[3164, 3466, 4176, 4694, 5795, 6282]",9199,2,9197,1,1,9192,5
6.0,CHKRPL30,"[671, 801, 1872, 2753]","[801, 1872, 2753]",[671],"[801, 1872, 2753]",3885,4,3881,3,1,3881,0
6.0,CHKRPL37A,"[1376, 2125, 2255]",[1376],"[2125, 2255]","[798, 1376, 2386]",3466,3,3463,1,2,3461,2
6.0,CHKRPL5G,"[1632, 2618]",[1632],[2618],"[498, 1419, 1632, 3157, 3955, 5165, 6897]",8314,2,8312,1,1,8306,6
6.0,CHKTUB4B,"[779, 1573]",[1573],[779],"[437, 949, 1573]",3146,2,3144,1,1,3142,2
6.0,CHKY,"[1664, 3603, 4683]","[3603, 4683]",[1664],"[3603, 4199, 4683, 5648, 6012, 6249]",8365,3,8362,2,1,8358,4
6.0,CHPPHYGEN,"[22, 3764, 3786, 4945, 7000, 10818, 10833, 10849, 11193, 12603]",[4945],"[22, 3764, 3786, 7000, 10818, 10833, 10849, 11193, 12603]","[4599, 4945]",13690,10,13680,1,9,13679,1
6.0,CHPPROTP1A,[],[],[],[159],398,0,398,0,0,397,1
6.0,CHPPROTP1B,[],[],[],[160],397,0,397,0,0,396,1
6.0,CHWEGLOBIM,"[237, 588]","[237, 588]",[],"[237, 588]",1702,2,1700,2,0,1700,0
6.0,CIGH,"[2029, 2889]",[2889],[2029],"[1281, 1691, 2280, 2889]",3968,2,3966,1,1,3963,3
6.0,CITEGLOBIM,"[236, 587, 1198]","[236, 587]",[1198],"[236, 587]",1692,3,1689,2,1,1689,0
6.0,CJAEGLOBIN,"[237, 588]","[237, 588]",[],"[237, 588]",1703,2,1701,2,0,1701,0
6.0,CJINTERFG,"[4187, 4465]","[4187, 4465]",[],"[2881, 4187, 4465]",8520,2,8518,2,0,8517,1
6.0,CL54K,"[512, 959, 1177, 1294, 1538, 2581, 2696]",[512],"[959, 1177, 1294, 1538, 2581, 2696]",[512],3409,7,3402,1,6,3402,0
