Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
4.0,ACU08131,"[463, 642, 710, 845, 1024, 1255, 1363, 1735, 2029, 2245, 2350, 2498, 2803, 3336, 3798, 3914, 4038, 4306, 4512, 5313]","[642, 1363, 2029, 2803, 3798]","[463, 710, 845, 1024, 1255, 1735, 2245, 2350, 2498, 3336, 3914, 4038, 4306, 4512, 5313]","[642, 1363, 2029, 2803, 3798]",5384,20,5364,5,15,5364,0
4.0,AGGGLINE,"[32, 70, 805, 869, 935, 1571, 2325, 2347, 2658, 2946, 2963, 3120, 3158, 3504, 3600, 4035, 4309, 4685, 5259, 5585, 5648, 6262, 6387, 6421, 7054]","[3158, 3504]","[32, 70, 805, 869, 935, 1571, 2325, 2347, 2658, 2946, 2963, 3120, 3600, 4035, 4309, 4685, 5259, 5585, 5648, 6262, 6387, 6421, 7054]","[3158, 3504]",7220,25,7195,2,23,7195,0
4.0,AGU04852,"[491, 536, 631, 653, 734, 1464, 2073, 2117, 2302, 2478, 2972, 3116, 3402, 3788, 3877, 3956, 4566, 4701, 4863, 4906, 5517, 5912, 6224, 6383, 6740, 7509, 7636, 8085, 8301, 8354, 8635, 8694, 8817, 8877, 8934, 8961, 9856, 10812]","[3956, 5517, 5912, 6740]","[491, 536, 631, 653, 734, 1464, 2073, 2117, 2302, 2478, 2972, 3116, 3402, 3788, 3877, 4566, 4701, 4863, 4906, 6224, 6383, 7509, 7636, 8085, 8301, 8354, 8635, 8694, 8817, 8877, 8934, 8961, 9856, 10812]","[3956, 5517, 5912, 6740]",10976,38,10938,4,34,10938,0
4.0,ALOEGLOBIM,"[221, 237, 583, 1170, 1297]","[237, 583]","[221, 1170, 1297]","[237, 583]",1683,5,1678,2,3,1678,0
4.0,ALOEGLOBIN,"[221, 237, 583, 1170, 1182, 1297]","[237, 583]","[221, 1170, 1182, 1297]","[237, 583]",1683,6,1677,2,4,1677,0
4.0,ALOPROTP1A,"[59, 166, 267]",[166],"[59, 267]",[166],410,3,407,1,2,407,0
4.0,AMU12024,"[257, 667, 1583, 1594, 1695, 1960, 2013, 2126, 2482, 2685]","[257, 667, 2126, 2482]","[1583, 1594, 1695, 1960, 2013, 2685]","[257, 667, 1864, 2126, 2482]",3644,10,3634,4,6,3633,1
4.0,AMU12025,"[1080, 1412, 1830, 2485, 2654, 2689, 2705, 2736, 2789, 2902, 3278, 3313, 3343, 4481]","[1412, 1830, 2654, 2902, 3278]","[1080, 2485, 2689, 2705, 2736, 2789, 3313, 3343, 4481]","[1412, 1830, 2654, 2902, 3278]",5375,14,5361,5,9,5361,0
4.0,AOIRHODOPS,"[141, 255, 620, 894, 1314, 1702, 1749, 1969, 2754, 4005, 4067, 4336, 4385, 4840, 4953, 5373, 5452, 6243, 6372, 7039, 7056, 7580, 7600, 7622, 7630, 7800, 8003, 8308, 8837, 9057, 9133]","[1702, 4067, 5373, 6243]","[141, 255, 620, 894, 1314, 1749, 1969, 2754, 4005, 4336, 4385, 4840, 4953, 5452, 6372, 7039, 7056, 7580, 7600, 7622, 7630, 7800, 8003, 8308, 8837, 9057, 9133]","[1702, 4067, 5373, 6243]",9915,31,9884,4,27,9884,0
4.0,ASPROP2,"[75, 589]",[],"[75, 589]",[325],664,2,662,0,2,661,1
4.0,ASYRVISP,"[99, 260, 625, 634, 656, 1042, 1166, 1335, 1419, 1585, 1916, 2021]","[625, 1042, 1335, 1585, 1916]","[99, 260, 634, 656, 1166, 1419, 2021]","[625, 1042, 1335, 1585, 1916]",2221,12,2209,5,7,2209,0
4.0,ATREGLOBIN,"[221, 237, 588, 604, 1187, 1314]","[237, 588]","[221, 604, 1187, 1314]","[237, 588]",1691,6,1685,2,4,1685,0
4.0,BABAPOE,"[33, 60, 198, 267, 481, 550, 897, 1080, 1374, 1702, 2109, 2262, 2803, 2847, 3916, 3978, 3999]","[897, 2847]","[33, 60, 198, 267, 481, 550, 1080, 1374, 1702, 2109, 2262, 2803, 3916, 3978, 3999]","[897, 2847]",4754,17,4737,2,15,4737,0
4.0,BATROX,"[341, 875, 1839, 2078, 2428, 2446, 2890, 3011, 3556, 3593, 3924, 3967, 3975, 4110, 4495, 4705, 4836, 5035, 5085, 6789, 6874, 6955, 7378, 7567, 7655, 7992]","[341, 3011, 5035, 6955]","[875, 1839, 2078, 2428, 2446, 2890, 3556, 3593, 3924, 3967, 3975, 4110, 4495, 4705, 4836, 5085, 6789, 6874, 7378, 7567, 7655, 7992]","[341, 3011, 5035, 6955]",8092,26,8066,4,22,8066,0
4.0,BCHEGLOBIN,"[221, 237, 583, 1184, 1196, 1311]","[237, 583]","[221, 1184, 1196, 1311]","[237, 583]",1697,6,1691,2,4,1691,0
4.0,BOVANPA,"[334, 433, 858]","[433, 858]",[334],"[433, 858]",1761,3,1758,2,1,1758,0
4.0,BOVCOX7AL,"[1056, 1501, 1540, 1826, 2141, 2470, 2630, 2812, 2867, 2874, 3328, 3721, 3969, 4284, 4555, 5049, 5521, 6167]","[1540, 2812, 5049]","[1056, 1501, 1826, 2141, 2470, 2630, 2867, 2874, 3328, 3721, 3969, 4284, 4555, 5521, 6167]","[1540, 2812, 5049]",6848,18,6830,3,15,6830,0
4.0,BOVGAS,"[192, 406, 751, 996]",[751],"[192, 406, 996]",[751],1058,4,1054,1,3,1054,0
4.0,BOVIAP,"[174, 437, 457, 533, 602, 926, 1116, 1318, 1568, 1764, 1994, 2107, 2159, 2269, 2354, 2756, 2793, 2864, 2999, 3092, 3392, 3440, 3535, 3667, 3782, 3996, 4024, 4731, 5074, 5262]","[1568, 1764, 1994, 2354, 2999, 3392, 3667, 3996]","[174, 437, 457, 533, 602, 926, 1116, 1318, 2107, 2159, 2269, 2756, 2793, 2864, 3092, 3440, 3535, 3782, 4024, 4731, 5074, 5262]","[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5391,30,5361,8,22,5359,2
