Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
7.5,ACU08131,[],[],[],"[642, 1363, 2029, 2803, 3798]",5384,0,5384,0,0,5379,5
7.5,AGGGLINE,[],[],[],"[3158, 3504]",7220,0,7220,0,0,7218,2
7.5,AGU04852,[8817],[],[8817],"[3956, 5517, 5912, 6740]",10976,1,10975,0,1,10971,4
7.5,ALOEGLOBIM,[237],[237],[],"[237, 583]",1683,1,1682,1,0,1681,1
7.5,ALOEGLOBIN,[237],[237],[],"[237, 583]",1683,1,1682,1,0,1681,1
7.5,ALOPROTP1A,[],[],[],[166],410,0,410,0,0,409,1
7.5,AMU12024,[],[],[],"[257, 667, 1864, 2126, 2482]",3644,0,3644,0,0,3639,5
7.5,AMU12025,[1412],[1412],[],"[1412, 1830, 2654, 2902, 3278]",5375,1,5374,1,0,5370,4
7.5,AOIRHODOPS,"[4067, 5373]","[4067, 5373]",[],"[1702, 4067, 5373, 6243]",9915,2,9913,2,0,9911,2
7.5,ASPROP2,[],[],[],[325],664,0,664,0,0,663,1
7.5,ASYRVISP,[],[],[],"[625, 1042, 1335, 1585, 1916]",2221,0,2221,0,0,2216,5
7.5,ATREGLOBIN,[237],[237],[],"[237, 588]",1691,1,1690,1,0,1689,1
7.5,BABAPOE,[],[],[],"[897, 2847]",4754,0,4754,0,0,4752,2
7.5,BATROX,[3975],[],[3975],"[341, 3011, 5035, 6955]",8092,1,8091,0,1,8087,4
7.5,BCHEGLOBIN,[237],[237],[],"[237, 583]",1697,1,1696,1,0,1695,1
7.5,BOVANPA,[],[],[],"[433, 858]",1761,0,1761,0,0,1759,2
7.5,BOVCOX7AL,[],[],[],"[1540, 2812, 5049]",6848,0,6848,0,0,6845,3
7.5,BOVGAS,[],[],[],[751],1058,0,1058,0,0,1057,1
7.5,BOVIAP,[3996],[3996],[],"[1568, 1764, 1994, 2354, 2606, 2999, 3157, 3392, 3667, 3996]",5391,1,5390,1,0,5381,9
7.5,BOVIRBP,[3174],[3174],[],"[3174, 5595, 7699]",11785,1,11784,1,0,11782,2
7.5,BOVLHB,[803],[803],[],"[803, 1272]",1856,1,1855,1,0,1854,1
7.5,BOVLYSOZMA,[],[],[],"[3039, 5771, 8654]",12214,0,12214,0,0,12211,3
7.5,BOVLYSOZMB,[],[],[],"[2673, 4005, 6212]",10204,0,10204,0,0,10201,3
7.5,BOVLYSOZMC,[],[],[],"[905, 2323, 4194]",8043,0,8043,0,0,8040,3
7.5,BOVMYF5A,[273],[],[273],"[698, 1625]",5211,1,5210,0,1,5208,2
7.5,BRHOX22,[1431],[1431],[],[1431],3434,1,3433,1,0,3433,0
7.5,BRHOX34A,[],[],[],[981],3490,0,3490,0,0,3489,1
7.5,BRU12895,[],[],[],[1135],3232,0,3232,0,0,3231,1
7.5,BTATPAAA,[2314],[2314],[],"[740, 2314, 3707, 5729, 5984, 6337, 6827, 7151, 7770, 8023, 9129]",9907,1,9906,1,0,9896,10
7.5,BTEBGL2,[],[],[],"[310, 658]",1833,0,1833,0,0,1831,2
7.5,BTEBGL4,[],[],[],"[310, 658]",1828,0,1828,0,0,1826,2
7.5,BTGL01,[],[],[],"[365, 1008]",2040,0,2040,0,0,2038,2
7.5,BTHOR02,[],[],[],"[484, 1920]",2419,0,2419,0,0,2417,2
7.5,BTKER6B,[1678],[1678],[],"[1678, 2559, 3070, 3315, 3530, 4056, 4666]",5718,1,5717,1,0,5711,6
7.5,BTSPDNA,[],[],[],[1541],2148,0,2148,0,0,2147,1
7.5,BTSVSP109,"[2189, 2555, 5292, 5643]",[5292],"[2189, 2555, 5643]","[2359, 3984, 5292]",6948,4,6944,1,3,6942,2
7.5,BTTNP2G,[],[],[],[774],1841,0,1841,0,0,1840,1
7.5,BTU02285,[],[],[],"[3792, 4222, 4487, 4780, 5056]",6388,0,6388,0,0,6383,5
7.5,CALEGLOBIM,[236],[236],[],"[236, 587]",1690,1,1689,1,0,1688,1
7.5,CBUEGLOBIM,[236],[236],[],"[236, 587]",1690,1,1689,1,0,1688,1
7.5,CCALAC,[],[],[],"[1358, 1852, 2409]",3619,0,3619,0,0,3616,3
7.5,CCBEGLOBIM,[237],[237],[],"[237, 587]",1695,1,1694,1,0,1693,1
7.5,CCBEGLOBIN,[238],[238],[],"[238, 589]",1698,1,1697,1,0,1696,1
7.5,CCGHG,[],[],[],"[283, 706, 1051, 1778]",2830,0,2830,0,0,2826,4
7.5,CCGONBS1,[],[],[],"[1767, 2072]",3463,0,3463,0,0,3461,2
7.5,CCGONBS2,[],[],[],"[1785, 2091]",3482,0,3482,0,0,3480,2
7.5,CCGTHA1,[],[],[],"[302, 572]",1144,0,1144,0,0,1142,2
7.5,CCT64CLU,[3005],[3005],[],"[1644, 2757, 3005, 3496, 4514, 5272, 5659]",6276,1,6275,1,0,6269,6
7.5,CEPPINS,[],[],[],[858],1901,0,1901,0,0,1900,1
7.5,CHBLG,[],[],[],"[2285, 3090, 4019, 5246, 6025]",8080,0,8080,0,0,8075,5
7.5,CHEBGLI,[],[],[],"[570, 909]",2204,0,2204,0,0,2202,2
7.5,CHEBGLII,[],[],[],"[563, 912]",2258,0,2258,0,0,2256,2
7.5,CHKALDB,"[4004, 6172, 6664]","[6172, 6664]",[4004],"[6172, 6664, 6955, 7265, 8186, 8842, 9185]",11643,3,11640,2,1,11635,5
7.5,CHKAPOII,[],[],[],"[3317, 3820]",4953,0,4953,0,0,4951,2
7.5,CHKDPCP,[347],[],[347],[637],1902,1,1901,0,1,1900,1
7.5,CHKMAX,[],[],[],"[2127, 2291, 3928, 4295]",5690,0,5690,0,0,5686,4
7.5,CHKMYOD,[],[],[],"[4941, 6150]",7381,0,7381,0,0,7379,2
7.5,CHKOVAL,[],[],[],"[3164, 3466, 4176, 4694, 5795, 6282]",9198,0,9198,0,0,9192,6
7.5,CHKRPL30,"[671, 801]",[801],[671],"[801, 1872, 2753]",3884,2,3882,1,1,3880,2
7.5,CHKRPL37A,[],[],[],"[798, 1376, 2386]",3465,0,3465,0,0,3462,3
7.5,CHKRPL5G,"[1632, 2618]",[1632],[2618],"[498, 1419, 1632, 3157, 3955, 5165, 6897]",8313,2,8311,1,1,8305,6
7.5,CHKTUB4B,[],[],[],"[437, 949, 1573]",3145,0,3145,0,0,3142,3
7.5,CHKY,"[3603, 4683]","[3603, 4683]",[],"[3603, 4199, 4683, 5648, 6012, 6249]",8364,2,8362,2,0,8358,4
7.5,CHPPHYGEN,[22],[],[22],"[4599, 4945]",13689,1,13688,0,1,13686,2
