Threshold,Locus,Predict Sites,Positive Sites,Negative Sites,Actual Donor Sites,Predict Num,Predict Positive Num,Predict Negative Num,TP,FP,TN,FN
2.0,ACU08131,"[70, 158, 296, 322, 387, 463, 533, 642, 710, 790, 845, 869, 925, 994, 1000, 1009, 1024, 1173, 1230, 1255, 1363, 1437, 1603, 1735, 1860, 1982, 1994, 2025, 2029, 2079, 2104, 2134, 2179, 2212, 2245, 2350, 2498, 2537, 2598, 2637, 2798, 2803, 2807, 2840, 2986, 3032, 3042, 3336, 3798, 3833, 3914, 4038, 4167, 4306, 4452, 4504, 4512, 4866, 4971, 4992, 5170, 5176, 5313, 5324, 5345, 5361]","[642, 1363, 2029, 2803, 3798]","[70, 158, 296, 322, 387, 463, 533, 710, 790, 845, 869, 925, 994, 1000, 1009, 1024, 1173, 1230, 1255, 1437, 1603, 1735, 1860, 1982, 1994, 2025, 2079, 2104, 2134, 2179, 2212, 2245, 2350, 2498, 2537, 2598, 2637, 2798, 2807, 2840, 2986, 3032, 3042, 3336, 3833, 3914, 4038, 4167, 4306, 4452, 4504, 4512, 4866, 4971, 4992, 5170, 5176, 5313, 5324, 5345, 5361]","[642, 1363, 2029, 2803, 3798]",5384,66,5318,5,61,5318,0
2.0,AGGGLINE,"[22, 32, 70, 80, 432, 442, 590, 689, 805, 812, 869, 903, 908, 935, 1082, 1390, 1466, 1571, 1605, 1813, 2325, 2347, 2658, 2685, 2697, 2946, 2963, 3110, 3120, 3158, 3168, 3384, 3390, 3457, 3504, 3600, 3673, 3850, 4035, 4088, 4094, 4098, 4170, 4253, 4309, 4313, 4411, 4456, 4611, 4651, 4685, 4720, 4756, 4849, 4921, 5175, 5187, 5218, 5228, 5259, 5307, 5339, 5357, 5585, 5592, 5648, 5687, 5714, 5864, 6176, 6262, 6277, 6387, 6421, 6780, 6980, 6984, 7054, 7300]","[3158, 3504]","[22, 32, 70, 80, 432, 442, 590, 689, 805, 812, 869, 903, 908, 935, 1082, 1390, 1466, 1571, 1605, 1813, 2325, 2347, 2658, 2685, 2697, 2946, 2963, 3110, 3120, 3168, 3384, 3390, 3457, 3600, 3673, 3850, 4035, 4088, 4094, 4098, 4170, 4253, 4309, 4313, 4411, 4456, 4611, 4651, 4685, 4720, 4756, 4849, 4921, 5175, 5187, 5218, 5228, 5259, 5307, 5339, 5357, 5585, 5592, 5648, 5687, 5714, 5864, 6176, 6262, 6277, 6387, 6421, 6780, 6980, 6984, 7054, 7300]","[3158, 3504]",7220,79,7141,2,77,7141,0
2.0,AGU04852,"[35, 40, 86, 174, 183, 348, 491, 509, 536, 631, 653, 664, 734, 885, 987, 1104, 1116, 1142, 1184, 1232, 1464, 1652, 1752, 2073, 2117, 2302, 2329, 2478, 2482, 2624, 2784, 2788, 2917, 2972, 3022, 3035, 3038, 3116, 3133, 3176, 3211, 3402, 3404, 3693, 3697, 3701, 3732, 3788, 3877, 3956, 4086, 4232, 4342, 4483, 4524, 4566, 4701, 4780, 4788, 4800, 4809, 4863, 4906, 5066, 5252, 5296, 5350, 5360, 5385, 5517, 5529, 5533, 5876, 5912, 5987, 6203, 6224, 6383, 6422, 6731, 6740, 6883, 7105, 7128, 7509, 7636, 7669, 7900, 7927, 7960, 8017, 8026, 8085, 8122, 8229, 8252, 8301, 8349, 8354, 8358, 8538, 8624, 8635, 8653, 8694, 8817, 8854, 8877, 8934, 8961, 9083, 9246, 9261, 9365, 9571, 9622, 9856, 10029, 10586, 10753, 10812, 10820, 10898, 10937, 10961]","[3956, 5517, 5912, 6740]","[35, 40, 86, 174, 183, 348, 491, 509, 536, 631, 653, 664, 734, 885, 987, 1104, 1116, 1142, 1184, 1232, 1464, 1652, 1752, 2073, 2117, 2302, 2329, 2478, 2482, 2624, 2784, 2788, 2917, 2972, 3022, 3035, 3038, 3116, 3133, 3176, 3211, 3402, 3404, 3693, 3697, 3701, 3732, 3788, 3877, 4086, 4232, 4342, 4483, 4524, 4566, 4701, 4780, 4788, 4800, 4809, 4863, 4906, 5066, 5252, 5296, 5350, 5360, 5385, 5529, 5533, 5876, 5987, 6203, 6224, 6383, 6422, 6731, 6883, 7105, 7128, 7509, 7636, 7669, 7900, 7927, 7960, 8017, 8026, 8085, 8122, 8229, 8252, 8301, 8349, 8354, 8358, 8538, 8624, 8635, 8653, 8694, 8817, 8854, 8877, 8934, 8961, 9083, 9246, 9261, 9365, 9571, 9622, 9856, 10029, 10586, 10753, 10812, 10820, 10898, 10937, 10961]","[3956, 5517, 5912, 6740]",10976,125,10851,4,121,10851,0
2.0,ALOEGLOBIM,"[21, 55, 189, 221, 237, 271, 346, 448, 469, 536, 583, 599, 761, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1297, 1399, 1404, 1410, 1455, 1511]","[237, 583]","[21, 55, 189, 221, 271, 346, 448, 469, 536, 599, 761, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1297, 1399, 1404, 1410, 1455, 1511]","[237, 583]",1683,27,1656,2,25,1656,0
2.0,ALOEGLOBIN,"[55, 189, 221, 237, 271, 346, 448, 469, 536, 583, 599, 761, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1297, 1399, 1404, 1410, 1455, 1511]","[237, 583]","[55, 189, 221, 271, 346, 448, 469, 536, 599, 761, 1043, 1049, 1154, 1170, 1176, 1182, 1200, 1250, 1297, 1399, 1404, 1410, 1455, 1511]","[237, 583]",1683,26,1657,2,24,1657,0
2.0,ALOPROTP1A,"[7, 59, 166, 170, 186, 267]",[166],"[7, 59, 170, 186, 267]",[166],410,6,404,1,5,404,0
2.0,AMU12024,"[85, 257, 420, 477, 534, 632, 667, 872, 1120, 1125, 1467, 1583, 1594, 1650, 1695, 1797, 1864, 1960, 2013, 2126, 2482, 2605, 2685, 2801, 2827, 3053, 3332, 3458, 3573, 3606]","[257, 667, 1864, 2126, 2482]","[85, 420, 477, 534, 632, 872, 1120, 1125, 1467, 1583, 1594, 1650, 1695, 1797, 1960, 2013, 2605, 2685, 2801, 2827, 3053, 3332, 3458, 3573, 3606]","[257, 667, 1864, 2126, 2482]",3644,30,3614,5,25,3614,0
2.0,AMU12025,"[178, 205, 271, 301, 321, 527, 529, 635, 859, 1049, 1080, 1143, 1412, 1640, 1697, 1749, 1830, 2010, 2250, 2359, 2460, 2485, 2554, 2654, 2658, 2689, 2705, 2736, 2789, 2902, 3278, 3313, 3343, 3649, 4134, 4481, 4541, 4767]","[1412, 1830, 2654, 2902, 3278]","[178, 205, 271, 301, 321, 527, 529, 635, 859, 1049, 1080, 1143, 1640, 1697, 1749, 2010, 2250, 2359, 2460, 2485, 2554, 2658, 2689, 2705, 2736, 2789, 3313, 3343, 3649, 4134, 4481, 4541, 4767]","[1412, 1830, 2654, 2902, 3278]",5375,38,5337,5,33,5337,0
2.0,AOIRHODOPS,"[44, 113, 141, 154, 255, 384, 620, 749, 856, 894, 1115, 1314, 1393, 1662, 1702, 1749, 1925, 1953, 1969, 2025, 2683, 2754, 2812, 2855, 2870, 2942, 2949, 3012, 3488, 3948, 4005, 4067, 4109, 4314, 4336, 4385, 4391, 4430, 4464, 4479, 4598, 4840, 4933, 4953, 5014, 5116, 5207, 5373, 5426, 5452, 5483, 5494, 5601, 5677, 5711, 5716, 5796, 5892, 6243, 6372, 6400, 6406, 6759, 6806, 7039, 7056, 7095, 7481, 7580, 7584, 7600, 7614, 7622, 7630, 7638, 7673, 7800, 8003, 8156, 8197, 8308, 8614, 8837, 8863, 9057, 9133, 9304, 9371, 9410, 9464]","[1702, 4067, 5373, 6243]","[44, 113, 141, 154, 255, 384, 620, 749, 856, 894, 1115, 1314, 1393, 1662, 1749, 1925, 1953, 1969, 2025, 2683, 2754, 2812, 2855, 2870, 2942, 2949, 3012, 3488, 3948, 4005, 4109, 4314, 4336, 4385, 4391, 4430, 4464, 4479, 4598, 4840, 4933, 4953, 5014, 5116, 5207, 5426, 5452, 5483, 5494, 5601, 5677, 5711, 5716, 5796, 5892, 6372, 6400, 6406, 6759, 6806, 7039, 7056, 7095, 7481, 7580, 7584, 7600, 7614, 7622, 7630, 7638, 7673, 7800, 8003, 8156, 8197, 8308, 8614, 8837, 8863, 9057, 9133, 9304, 9371, 9410, 9464]","[1702, 4067, 5373, 6243]",9915,90,9825,4,86,9825,0
2.0,ASPROP2,"[75, 120, 251, 325, 589]",[325],"[75, 120, 251, 589]",[325],664,5,659,1,4,659,0
